"feature"	"coef_ER"	"pval_ER"	"qval_ER"	"metadata"
"s__Clostridium_SGB4648|t__SGB4648"	-3.34776572713972	0.236727545756374	0.88599907571941	"diagnosis"
"s__GGB71580_SGB98325|t__SGB98325"	2.64180773661168	0.237082571231182	0.88599907571941	"diagnosis"
"s__Mogibacterium_kristiansenii|t__SGB3926_group"	0.777726288732728	0.2372239000948	0.88599907571941	"diagnosis"
"s__Clostridiaceae_bacterium_AF18_31LB|t__SGB4767"	-2.73572662703258	0.238129594220973	0.886051561319908	"diagnosis"
"s__Bacteroides_bouchesdurhonensis|t__SGB3321"	2.61508669227806	0.238602101861287	0.886051561319908	"diagnosis"
"s__Eubacterium_SGB4961|t__SGB4961"	0.767147461981492	0.238976576543096	0.886051561319908	"diagnosis"
"s__GGB1341_SGB1799|t__SGB1799"	1.77902146295731	0.239219063229466	0.886051561319908	"diagnosis"
"s__Candidatus_Metaruminococcus_gallistercoris|t__SGB14870"	1.83484904858956	0.241515533468485	0.891398591423629	"diagnosis"
"s__Phocaeicola_plebeius|t__SGB1903"	-0.444223849133317	0.241659204494388	0.891398591423629	"diagnosis"
"s__GGB1420_SGB1957|t__SGB1957"	3.14338762651644	0.242418947273314	0.891991154435461	"diagnosis"
"s__GGB763_SGB1002|t__SGB1002"	0.768642475548893	0.242817044276171	0.891991154435461	"diagnosis"
"s__GGB9611_SGB15045|t__SGB15045"	2.30303538510687	0.243423989179456	0.892088823754978	"diagnosis"
"s__Cloacibacillus_porcorum|t__SGB15507"	0.59761198855904	0.243860992139972	0.892088823754978	"diagnosis"
"s__GGB79973_SGB14342|t__SGB14342"	-3.36618757596883	0.244339588395718	0.892088823754978	"diagnosis"
"s__GGB9818_SGB15459|t__SGB15459"	0.596745270395844	0.245178235642332	0.893327624366869	"diagnosis"
"s__Bifidobacterium_angulatum|t__SGB17231"	2.47757840039457	0.246604369250747	0.896697594694281	"diagnosis"
"s__GGB9545_SGB14951|t__SGB14951"	2.43967807815065	0.248895673251762	0.903193426870997	"diagnosis"
"s__Faecalicatena_contorta|t__SGB4613"	2.4260243294869	0.249712125430345	0.904321846953213	"diagnosis"
"s__Ruminococcus_sp_AF41_9|t__SGB25497"	-3.55505258524971	0.251065379153924	0.906334671136939	"diagnosis"
"s__GGB80011_SGB15267|t__SGB15267"	-7.42604395219334	0.251281160918905	0.906334671136939	"diagnosis"
"s__GGB3733_SGB5066|t__SGB5066"	1.44111100027654	0.251985947964912	0.906817017058792	"diagnosis"
"s__GGB4564_SGB6302|t__SGB6302"	-6.42820463748258	0.252428660981151	0.906817017058792	"diagnosis"
"s__Coprobacillus_cateniformis|t__SGB6771"	-3.04649684316754	0.253516244878405	0.908277015299863	"diagnosis"
"s__Megasphaera_sp_DJF_B143|t__SGB5852"	0.780321587631647	0.253850479401862	0.908277015299863	"diagnosis"
"s__GGB9071_SGB13990|t__SGB13990"	-1.43476292701306	0.25502504485033	0.910658293886708	"diagnosis"
"s__GGB6544_SGB9243|t__SGB9243"	0.772383998367879	0.256209908753068	0.913066786372986	"diagnosis"
"s__Blautia_stercoris|t__SGB4788"	-2.808990015537	0.261660747035615	0.930638322955696	"diagnosis"
"s__Pseudomonas_fragi|t__SGB12106"	-3.58354673674872	0.263219188356972	0.933266804819731	"diagnosis"
"s__Lachnospiraceae_bacterium|t__SGB4782"	1.19605543348693	0.263443117067616	0.933266804819731	"diagnosis"
"s__GGB9642_SGB15119|t__SGB15119"	2.18886864426236	0.264581473160441	0.935447145225353	"diagnosis"
"s__GGB3058_SGB4060|t__SGB4060"	-3.49173961694092	0.265127160156016	0.935527592739867	"diagnosis"
"s__Candidatus_Aristotella_avistercoris|t__SGB63343"	4.39621788799064	0.266522418089996	0.93594234048358	"diagnosis"
"s__GGB9699_SGB15216|t__SGB15216"	-3.21001638821598	0.266559046490438	0.93594234048358	"diagnosis"
"s__GGB6123_SGB8767|t__SGB8767"	-0.782796263736144	0.26831252251723	0.93594234048358	"diagnosis"
"s__Veillonella_parvula|t__SGB6939"	-1.16667116101983	0.268403564137783	0.93594234048358	"diagnosis"
"s__GGB9758_SGB15368|t__SGB15368"	-4.16299860801377	0.269236378480974	0.93594234048358	"diagnosis"
"s__Merdimonas_faecis|t__SGB4626"	4.21969977514041	0.269341724906936	0.93594234048358	"diagnosis"
"s__GGB9832_SGB15480|t__SGB15480"	1.37043446115895	0.270046290986812	0.93594234048358	"diagnosis"
"s__GGB4237_SGB5728|t__SGB5728"	-4.35606375333391	0.270125652744385	0.93594234048358	"diagnosis"
"s__Lawsonibacter_sp_NSJ_52|t__SGB15125"	-4.87433810687184	0.270376642514482	0.93594234048358	"diagnosis"
"s__GGB3593_SGB4817|t__SGB4817"	1.37569566158467	0.271421197517772	0.93594234048358	"diagnosis"
"s__Coprococcus_sp_AF21_14LB|t__SGB25437"	2.33805606932888	0.271494219400878	0.93594234048358	"diagnosis"
"s__Blautia_marasmi|t__SGB29381"	2.14509926287557	0.271522680106751	0.93594234048358	"diagnosis"
"s__Raoultella_ornithinolytica|t__SGB10124"	1.00127459968948	0.273912644681341	0.940830065388109	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB82499"	-1.16265873944684	0.273992433799444	0.940830065388109	"diagnosis"
"s__GGB39037_SGB4393|t__SGB4393"	1.53440344931566	0.274563053069732	0.940983337053162	"diagnosis"
"s__GGB79118_SGB105839|t__SGB105839"	2.44730408971518	0.278714887223311	0.953386105626201	"diagnosis"
"s__Clostridium_sp_AT4|t__SGB4753"	2.77603806457294	0.279483327497485	0.954190215444658	"diagnosis"
"s__Enterococcus_hirae|t__SGB7970"	1.2562066355754	0.280167549322309	0.954704277595449	"diagnosis"
"s__Oxalobacter_formigenes|t__SGB9387"	-1.84237998309649	0.281276430530392	0.956660711442722	"diagnosis"
"s__Faecalitalea_cylindroides|t__SGB6790"	-3.03872628972227	0.282267232920201	0.956929897882654	"diagnosis"
"s__Bacteroides_faecis|t__SGB1860"	-0.280274452041777	0.282472217273779	0.956929897882654	"diagnosis"
"s__Clostridium_methylpentosum|t__SGB14962"	1.96784466893815	0.28380759448094	0.956929897882654	"diagnosis"
"s__GGB4802_SGB6641|t__SGB6641"	-4.42015805576336	0.284442021047481	0.956929897882654	"diagnosis"
"s__GGB3424_SGB4551|t__SGB4551"	1.27107404485601	0.284446559764041	0.956929897882654	"diagnosis"
"s__Clostridiaceae_bacterium_OM02_2AC|t__SGB4038"	-7.88727827652251	0.285209891424776	0.956929897882654	"diagnosis"
"s__Blautia_schinkii|t__SGB4825"	1.98775246915579	0.285445956165767	0.956929897882654	"diagnosis"
"s__Bifidobacterium_dentium|t__SGB17234"	-5.74427245614188	0.285634748725175	0.956929897882654	"diagnosis"
"s__Clostridium_sp_Marseille_P3244|t__SGB29302"	-2.98785105217529	0.286654874834596	0.957127122681443	"diagnosis"
"s__Megasphaera_hominis|t__SGB5851"	0.619783186753335	0.28676363206107	0.957127122681443	"diagnosis"
"s__GGB9708_SGB15235|t__SGB15235"	1.85942940171962	0.287513863386399	0.957844137054503	"diagnosis"
"s__GGB9296_SGB14253|t__SGB14253"	-4.64880746869336	0.288546770551185	0.959443811313949	"diagnosis"
"s__Prevotella_copri_clade_G|t__SGB1653"	1.83623895333369	0.28918847408724	0.959443811313949	"diagnosis"
"s__Lachnoclostridium_sp_An138|t__SGB4774"	0.803848455783777	0.289602939133333	0.959443811313949	"diagnosis"
"s__GGB6601_SGB9333|t__SGB9333"	-0.488119715658787	0.291103598188927	0.962632785877986	"diagnosis"
"s__Enterobacter_kobei|t__SGB10133"	0.991245328387044	0.293443572859715	0.968580353959466	"diagnosis"
"s__GGB32900_SGB53446|t__SGB53446"	1.76070445321945	0.295746406121415	0.969326526745031	"diagnosis"
"s__Haemophilus_sputorum|t__SGB9631"	2.65366231250594	0.296207942215589	0.969326526745031	"diagnosis"
"s__Romboutsia_hominis|t__SGB24890"	1.74181426031559	0.296218807418425	0.969326526745031	"diagnosis"
"s__GGB3277_SGB4327|t__SGB4327"	2.89814379354111	0.296257280820596	0.969326526745031	"diagnosis"
"s__Mediterraneibacter_SGB48424|t__SGB48424"	-6.24263164112361	0.296378764745406	0.969326526745031	"diagnosis"
"s__Massilioclostridium_coli|t__SGB29305"	-3.5110427450096	0.298936833763098	0.973057749129172	"diagnosis"
"s__Ruminococcus_bromii|t__SGB4285"	-1.25822673631647	0.299404137805337	0.973057749129172	"diagnosis"
"s__Amedibacillus_dolichus|t__SGB4035"	1.62123683762513	0.300984699096061	0.973057749129172	"diagnosis"
"s__Alistipes_provencensis|t__SGB2298"	0.652546067972879	0.301113623864458	0.973057749129172	"diagnosis"
"s__Fusobacterium_nucleatum|t__SGB6011"	1.04833764849573	0.301136385829617	0.973057749129172	"diagnosis"
"s__Candidatus_Borkfalkia_ceftriaxoniphila|t__SGB14027"	-3.35017948906067	0.301248043786143	0.973057749129172	"diagnosis"
"s__GGB42994_SGB4746|t__SGB4746"	3.47524224377882	0.301927136128553	0.973057749129172	"diagnosis"
"s__GGB9495_SGB14892|t__SGB14892"	0.976991574062894	0.302838852776598	0.973057749129172	"diagnosis"
"s__GGB3004_SGB3995|t__SGB3995"	-4.62856044623143	0.302840323206258	0.973057749129172	"diagnosis"
"s__GGB3819_SGB5184|t__SGB5184"	-3.1086522854965	0.302958729046925	0.973057749129172	"diagnosis"
"s__GGB34228_SGB53814|t__SGB53814"	1.62824422662195	0.305266970292423	0.976963523887557	"diagnosis"
"s__Candidatus_Neoruminococcus_faecicola|t__SGB63342"	1.62824422662195	0.305266970292423	0.976963523887557	"diagnosis"
"s__Negativibacillus_massiliensis|t__SGB14912"	2.51128729705315	0.305964498560293	0.977447299864935	"diagnosis"
"s__Blautia_sp_OF03_15BH|t__SGB4779"	-3.97707829555418	0.307008744186179	0.979035014882487	"diagnosis"
"s__Lachnospira_pectinoschiza|t__SGB5075"	-0.352020759958279	0.308337454828395	0.981242594866434	"diagnosis"
"s__Rothia_mucilaginosa|t__SGB16971_group"	1.41596801682993	0.308797977031751	0.981242594866434	"diagnosis"
"s__Anaerostipes_hadrus|t__SGB4547"	-2.62707977503718	0.309544551811142	0.98187092764208	"diagnosis"
"s__Megasphaera_massiliensis|t__SGB5857"	-9.35423922852278	0.314170503872995	0.994780586599625	"diagnosis"
"s__Clostridiales_bacterium_KLE1615|t__SGB5090"	-2.02054165260545	0.315694496057774	0.997840023758583	"diagnosis"
"s__Ellagibacter_isourolithinifaciens|t__SGB14816_group"	0.784391034519141	0.317270321827137	0.999062335144807	"diagnosis"
"s__Parabacteroides_goldsteinii|t__SGB1937"	0.978133736632627	0.318297710057119	0.999062335144807	"diagnosis"
"s__GGB3524_SGB4704|t__SGB4704"	1.09583033686489	0.318635182659267	0.999062335144807	"diagnosis"
"s__Candidatus_Avimonas_narfia|t__SGB14941"	-3.85180935910085	0.320604594644665	0.999062335144807	"diagnosis"
"s__GGB9364_SGB14339|t__SGB14339"	1.1440336436472	0.320701732660593	0.999062335144807	"diagnosis"
"s__Faecalicatena_fissicatena|t__SGB4871"	-3.27065426897607	0.320758101629658	0.999062335144807	"diagnosis"
"s__GGB9345_SGB14311|t__SGB14311"	3.20657532137357	0.321138004536097	0.999062335144807	"diagnosis"
"s__Hydrogeniiclostidium_mannosilyticum|t__SGB14890"	-3.59940103309836	0.321160836244077	0.999062335144807	"diagnosis"
"s__Coprobacter_secundus|t__SGB1962"	1.10798522530573	0.321335847434986	0.999062335144807	"diagnosis"
"s__Mogibacterium_sp_NSJ_24|t__SGB3961"	-1.64545789943152	0.322149588424767	0.999062335144807	"diagnosis"
"s__GGB3626_SGB4905|t__SGB4905"	-3.26324625034785	0.322653443464974	0.999062335144807	"diagnosis"
"s__GGB3033_SGB4028|t__SGB4028"	1.42355946116034	0.322782576698546	0.999062335144807	"diagnosis"
"s__Gordonibacter_urolithinfaciens|t__SGB14808"	-5.80066182286295	0.324143257657085	1	"diagnosis"
"s__Alistipes_communis|t__SGB2290"	-0.779502328163073	0.325958543775636	1	"diagnosis"
"s__GGB9781_SGB66170|t__SGB66170"	-3.77465209512401	0.326376832250475	1	"diagnosis"
"s__Gemmiger_SGB1481|t__SGB1481"	2.56631686071368	0.327428840208364	1	"diagnosis"
"s__GGB3095_SGB4103|t__SGB4103"	2.72230522811645	0.328160163650481	1	"diagnosis"
"s__Desulfovibrio_SGB5077|t__SGB5077"	2.37692249224123	0.328361576899378	1	"diagnosis"
"s__Oscillospiraceae_bacterium_BX1|t__SGB53461"	-0.27179460877529	0.332966592483348	1	"diagnosis"
"s__GGB51139_SGB71360|t__SGB71360"	4.64126686109473	0.338823362925208	1	"diagnosis"
"s__GGB9606_SGB15038|t__SGB15038"	0.785137230359284	0.341236008236817	1	"diagnosis"
"s__GGB9614_SGB15049|t__SGB15049"	-2.8889838752225	0.342131702864932	1	"diagnosis"
"s__Pseudoflavonifractor_sp_An184|t__SGB15156"	-3.51510958863331	0.342534937952085	1	"diagnosis"
"s__GGB1345_SGB1803|t__SGB1803"	4.26094045167806	0.343184414740246	1	"diagnosis"
"s__Butyricimonas_synergistica|t__SGB27742"	1.21084360423669	0.343225024680461	1	"diagnosis"
"s__Lactobacillus_johnsonii|t__SGB7041"	0.783630618367714	0.343261715567977	1	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB4269"	-1.71490149933582	0.343827928733416	1	"diagnosis"
"s__Parabacteroides_bouchesdurhonensis|t__SGB21587"	0.787772151133924	0.343874942146542	1	"diagnosis"
"s__Candidatus_Schneewindia_gallinarum|t__SGB63326"	-1.85065886365429	0.345151154773045	1	"diagnosis"
"s__Holdemania_massiliensis|t__SGB4044"	-3.21375596847696	0.346288514425774	1	"diagnosis"
"s__Sellimonas_intestinalis|t__SGB4617"	-3.09730708041921	0.346487247533889	1	"diagnosis"
"s__Bacteroides_finegoldii|t__SGB1862"	0.165937080908288	0.347060281286906	1	"diagnosis"
"s__GGB25158_SGB42321|t__SGB42321"	-2.12751711426038	0.34977926917638	1	"diagnosis"
"s__Caproicibacterium_amylolyticum|t__SGB14283"	0.190055817275232	0.355763897839263	1	"diagnosis"
"s__Drancourtella_sp_An57|t__SGB4619"	4.20503634937828	0.3567353070081	1	"diagnosis"
"s__Blautia_hydrogenotrophica|t__SGB4677"	3.09679445610473	0.358326454440141	1	"diagnosis"
"s__Coprococcus_catus|t__SGB4670"	-3.8829455395436	0.359891321826687	1	"diagnosis"
"s__GGB9086_SGB14014|t__SGB14014"	0.231390247250915	0.361783169078126	1	"diagnosis"
"s__Roseburia_sp_AM16_25|t__SGB4957"	-4.06550911741591	0.361911336731614	1	"diagnosis"
"s__Holdemania_sp_1001095H_141210_F2|t__SGB4045"	6.77411494041932	0.363638747935654	1	"diagnosis"
"s__GGB55957_SGB77276|t__SGB77276"	3.62642820756165	0.363748666833634	1	"diagnosis"
"s__Porphyromonas_uenonis|t__SGB1973"	-5.32491933948381	0.366272364952719	1	"diagnosis"
"s__Oscillospiraceae_bacterium_Marseille_Q3528|t__SGB4778"	-2.87833611419257	0.367202192093778	1	"diagnosis"
"s__Clostridium_sp_AF20_17LB|t__SGB4714"	1.97949119976656	0.367588313170701	1	"diagnosis"
"s__GGB4768_SGB6601|t__SGB6601"	2.25810500272454	0.370187081676309	1	"diagnosis"
"s__Aggregatibacter_segnis|t__SGB9737_group"	1.52324600950091	0.370695944039006	1	"diagnosis"
"s__Enterocloster_asparagiformis|t__SGB4724"	4.24964190748663	0.37160616651249	1	"diagnosis"
"s__Haemophilus_SGB14211|t__SGB14211"	0.951922114381856	0.372351841099335	1	"diagnosis"
"s__Odoribacter_laneus|t__SGB1792"	-6.23389226471441	0.372551705802247	1	"diagnosis"
"s__Sutterella_wadsworthensis|t__SGB9283"	-3.1158217102079	0.37498503633338	1	"diagnosis"
"s__GGB34228_SGB72916|t__SGB72916"	-3.6372248979629	0.375441208767307	1	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4741"	-0.766384333543002	0.376229042089852	1	"diagnosis"
"s__Mesosutterella_multiformis|t__SGB9272"	-2.09316636162884	0.37771228503952	1	"diagnosis"
"s__Roseburia_sp_AF02_12|t__SGB4938"	1.00830960190149	0.379640043921047	1	"diagnosis"
"s__Emergencia_timonensis|t__SGB3970"	-2.26075490533785	0.380040968030081	1	"diagnosis"
"s__GGB51510_SGB71883|t__SGB71883"	4.11548998538847	0.380396156088189	1	"diagnosis"
"s__GGB9186_SGB14125|t__SGB14125"	-1.73192033192567	0.380806650330288	1	"diagnosis"
"s__Bacteroides_clarus|t__SGB1832"	2.86373308595535	0.381704739122319	1	"diagnosis"
"s__Ruminococcus_gauvreauii|t__SGB29375"	-4.72910810345006	0.382232891423812	1	"diagnosis"
"s__GGB9695_SGB15209|t__SGB15209"	3.98253201705905	0.384097125202516	1	"diagnosis"
"s__Candidatus_Catenibacterium_tridentinum|t__SGB6783"	2.60159136189104	0.384253267378789	1	"diagnosis"
"s__Lachnospiraceae_bacterium_AM48_27BH|t__SGB4706"	-2.53545631417579	0.384651717276477	1	"diagnosis"
"s__GGB9469_SGB14863|t__SGB14863"	-0.00583791727439603	0.385684491016028	1	"diagnosis"
"s__Bifidobacterium_bifidum|t__SGB17256"	-2.82750336324733	0.386479284914096	1	"diagnosis"
"s__GGB1239_SGB1657|t__SGB1657"	0.777318849904532	0.38667120310203	1	"diagnosis"
"s__GGB3453_SGB4607|t__SGB4607"	-4.50308710071866	0.387964556416113	1	"diagnosis"
"s__Limosilactobacillus_urinaemulieris|t__SGB69404"	0.772902830271706	0.38841344172501	1	"diagnosis"
"s__Butyricimonas_SGB15266|t__SGB15266"	0.941981361460399	0.389344120390673	1	"diagnosis"
"s__Mediterraneibacter_massiliensis|t__SGB4595"	-1.76287304328235	0.392902972701077	1	"diagnosis"
"s__Collinsella_bouchesdurhonensis|t__SGB14397"	0.760719254572836	0.393027061138894	1	"diagnosis"
"s__Bifidobacterium_adolescentis|t__SGB17244_group"	-2.49173227433092	0.393131753106721	1	"diagnosis"
"s__Parolsenella_catena|t__SGB14379"	0.753255319643896	0.394231317127149	1	"diagnosis"
"s__GGB79996_SGB14375|t__SGB14375"	0.749172707869162	0.394976955614132	1	"diagnosis"
"s__GGB34797_SGB14322|t__SGB14322"	-2.60244502329255	0.39507338344782	1	"diagnosis"
"s__Akkermansia_sp_KLE1798|t__SGB9224"	-2.75563181017544	0.399175813396031	1	"diagnosis"
"s__Oscillibacter_SGB15077|t__SGB15077"	-3.49163653952992	0.399540038612152	1	"diagnosis"
"s__GGB4642_SGB6422|t__SGB6422"	-4.66635566172415	0.400073210150222	1	"diagnosis"
"s__GGB1239_SGB1658|t__SGB1658"	0.719241700781817	0.401181273798609	1	"diagnosis"
"s__Dysosmobacter_sp_NSJ_60|t__SGB15124"	1.86401488567487	0.401508254861865	1	"diagnosis"
"s__Limosilactobacillus_portuensis|t__SGB7097"	0.698576463830388	0.404797372839381	1	"diagnosis"
"s__Ruminococcaceae_bacterium_AM28_23LB|t__SGB14974"	4.63560835548672	0.405476695587238	1	"diagnosis"
"s__GGB2980_SGB3962|t__SGB3962"	-1.54880501581553	0.408097237702193	1	"diagnosis"
"s__Anaerofilum_sp_BX8|t__SGB79822"	-2.88771538359545	0.410133680447877	1	"diagnosis"
"s__Lachnospiraceae_bacterium|t__SGB4922"	-5.78255759599051	0.410473631768564	1	"diagnosis"
"s__GGB13404_SGB14252|t__SGB14252"	-3.47516702694509	0.411227429771815	1	"diagnosis"
"s__GGB18384_SGB14372|t__SGB14372"	0.653017649581459	0.411311042621766	1	"diagnosis"
"s__Anaerotignum_faecicola|t__SGB5190"	-0.612090301858638	0.412954377218678	1	"diagnosis"
"s__Lactococcus_cremoris|t__SGB7984"	-2.04273838801184	0.41361114853697	1	"diagnosis"
"s__Turicibacter_sanguinis|t__SGB6846"	-2.88508143504667	0.413724857267402	1	"diagnosis"
"s__Blautia_hansenii|t__SGB4794"	-7.14501890091415	0.414020878449029	1	"diagnosis"
"s__Senegalimassilia_faecalis|t__SGB14822"	0.627856204608957	0.414679123144586	1	"diagnosis"
"s__GGB9760_SGB15374|t__SGB15374"	-2.66807935118199	0.414891582126249	1	"diagnosis"
"s__GGB9380_SGB72486|t__SGB72486"	0.617731790564326	0.415387598045766	1	"diagnosis"
"s__Alistipes_indistinctus|t__SGB2325"	2.62848775284313	0.41842255327494	1	"diagnosis"
"s__Ruminococcus_sp_BSD2780120874_150323_B10|t__SGB4290"	-1.61588447568476	0.419515920740587	1	"diagnosis"
"s__Lachnoclostridium_sp_An118|t__SGB4623"	-1.38742926983212	0.420073851085452	1	"diagnosis"
"s__Dorea_sp_AF24_7LB|t__SGB4571"	3.22742854722698	0.420532630878774	1	"diagnosis"
"s__Lachnospiraceae_bacterium_Marseille_Q4251|t__SGB4780"	-2.8134281118099	0.420821239107231	1	"diagnosis"
"s__Coprococcus_eutactus|t__SGB5117"	2.26109724699259	0.422629137727599	1	"diagnosis"
"s__Butyricimonas_SGB15260|t__SGB15260"	-0.974497602873141	0.424048275703058	1	"diagnosis"
"s__Collinsella_SGB1789|t__SGB1789"	-1.00846489473019	0.42810049368971	1	"diagnosis"
"s__Parabacteroides_massiliensis|t__SGB1945"	0.370904691575977	0.4294222305277	1	"diagnosis"
"s__Catenibacterium_SGB4425|t__SGB4425_group"	-3.9442818916409	0.431448152763747	1	"diagnosis"
"s__GGB9619_SGB15067|t__SGB15067"	2.54958647174234	0.43288854485934	1	"diagnosis"
"s__Coprococcus_eutactus|t__SGB5118"	-4.05514261118566	0.434911401481405	1	"diagnosis"
"s__Bifidobacterium_longum|t__SGB17248"	-1.33617411053459	0.437013345408863	1	"diagnosis"
"s__Anaerococcus_SGB53821|t__SGB53821"	-3.02125676492135	0.437043105991775	1	"diagnosis"
"s__Massiliimalia_massiliensis|t__SGB29347"	-1.1719982370311	0.437625709543788	1	"diagnosis"
"s__GGB3109_SGB4119|t__SGB4119"	-8.29382340057166	0.438803135198384	1	"diagnosis"
"s__GGB3510_SGB4687|t__SGB4687"	4.32576540189841	0.439662249277391	1	"diagnosis"
"s__GGB9581_SGB4365|t__SGB4365"	0.500201153147684	0.441998750424242	1	"diagnosis"
"s__Erysipelatoclostridium_sp_An15|t__SGB6746"	0.179082274698377	0.444291282214608	1	"diagnosis"
"s__Prevotella_copri_clade_M|t__SGB20113"	0.607032724547763	0.445691963710414	1	"diagnosis"
"s__Clostridiaceae_unclassified_SGB4771|t__SGB4771"	3.4706049633295	0.449575760552086	1	"diagnosis"
"s__Enorma_burkinafasonensis|t__SGB86218"	0.47173503319558	0.450309857275365	1	"diagnosis"
"s__Blautia_caecimuris|t__SGB4862"	4.69838907570997	0.451639663382541	1	"diagnosis"
"s__Blautia_glucerasea|t__SGB4816"	2.90746634041592	0.453570581218071	1	"diagnosis"
"s__Prevotella_copri_clade_H|t__SGB1612"	0.572128726252779	0.455132771866773	1	"diagnosis"
"s__Roseburia_sp_AM23_20|t__SGB4950"	2.95163400677243	0.455174137224213	1	"diagnosis"
"s__Eubacterium_sp_AF16_48|t__SGB5042"	-2.37638253858969	0.460387395141366	1	"diagnosis"
"s__Prevotella_marseillensis|t__SGB1588"	0.18978767492768	0.460934006556819	1	"diagnosis"
"s__Lawsonibacter_asaccharolyticus|t__SGB15154"	-1.38077946562962	0.461995072268157	1	"diagnosis"
"s__Intestinimonas_massiliensis|t__SGB15127"	2.71260502608305	0.462555601039263	1	"diagnosis"
"s__Cuneatibacter_caecimuris|t__SGB29380"	-1.04807497152592	0.463845738193094	1	"diagnosis"
"s__Candidatus_Pseudobutyricicoccus_lothianensis|t__SGB14975"	2.90449923541574	0.466124287908227	1	"diagnosis"
"s__Blautia_sp_MSK_20_85|t__SGB4828"	2.75070239651625	0.466168764577162	1	"diagnosis"
"s__GGB9293_SGB14250|t__SGB14250"	2.87380620657556	0.468043013558166	1	"diagnosis"
"s__Clostridium_SGB6179|t__SGB6179"	1.54878689506063	0.46938583621356	1	"diagnosis"
"s__Clostridium_cadaveris|t__SGB6155"	0.179153526575633	0.470401575248532	1	"diagnosis"
"s__GGB9602_SGB15031|t__SGB15031"	-1.87683456959925	0.471637597531032	1	"diagnosis"
"s__Eubacteriales_unclassified_SGB15145|t__SGB15145"	-3.70491352894019	0.476212052359159	1	"diagnosis"
"s__GGB2653_SGB3574|t__SGB3574"	-2.08030954035194	0.476510787422585	1	"diagnosis"
"s__GGB1543_SGB2126|t__SGB2126"	-12.8485051937157	0.477024864930863	1	"diagnosis"
"s__Clostridiales_bacterium|t__SGB15143"	-1.39104798424406	0.47862073380806	1	"diagnosis"
"s__Gemmiger_SGB15299|t__SGB15299"	-1.62341368069387	0.480364909266708	1	"diagnosis"
"s__Leuconostoc_lactis|t__SGB7121_group"	0.181749624080258	0.482563115600966	1	"diagnosis"
"s__Bacteroides_salyersiae|t__SGB1857"	-1.6249523308703	0.48318063764339	1	"diagnosis"
"s__GGB3612_SGB4882|t__SGB4882"	-5.8433690933529	0.48359183759694	1	"diagnosis"
"s__Monoglobus_pectinilyticus|t__SGB4166"	3.03715423775186	0.484820792591823	1	"diagnosis"
"s__Lacrimispora_celerecrescens|t__SGB4734"	0.179254046591206	0.48514434268093	1	"diagnosis"
"s__GGB9062_SGB13981|t__SGB13981"	3.46657069598264	0.486530308060309	1	"diagnosis"
"s__Dysosmobacter_sp_BX15|t__SGB15053"	-1.27178162062444	0.488524487646819	1	"diagnosis"
"s__GGB9707_SGB15229|t__SGB15229"	-2.89871036930362	0.490733501384155	1	"diagnosis"
"s__Bacteroides_stercorirosoris|t__SGB1848"	-1.4815906095112	0.491232051800579	1	"diagnosis"
"s__Clostridium_sp_AM33_3|t__SGB4711"	-1.57809729670944	0.492285059334292	1	"diagnosis"
"s__GGB9512_SGB14909|t__SGB14909"	0.0176724700793364	0.492378998644737	1	"diagnosis"
"s__Longicatena_caecimuris|t__SGB4041"	-0.949896848709564	0.493059252140624	1	"diagnosis"
"s__Anaerotruncus_rubiinfantis|t__SGB25416"	2.6390858958178	0.493179047429779	1	"diagnosis"
"s__Actinomyces_urogenitalis|t__SGB15868"	0.183612637671741	0.494153641473278	1	"diagnosis"
"s__GGB9766_SGB15383|t__SGB15383"	-2.46297415546488	0.494975215445023	1	"diagnosis"
"s__Lactobacillus_delbrueckii|t__SGB7020"	0.181729326647971	0.495210757257164	1	"diagnosis"
"s__Lacrimispora_celerecrescens|t__SGB4732"	0.178990164695265	0.498516057967041	1	"diagnosis"
"s__Intestinimonas_gabonensis|t__SGB79840"	-2.64593182148545	0.498731290821615	1	"diagnosis"
"s__Blautia_producta|t__SGB4785"	-4.56522460429203	0.499415479072439	1	"diagnosis"
"s__Pseudoflavonifractor_capillosus|t__SGB15140"	1.1544413621346	0.500538583738941	1	"diagnosis"
"s__GGB59744_SGB2275|t__SGB2275"	2.80317193740822	0.501448280735065	1	"diagnosis"
"s__GGB2732_SGB58358|t__SGB58358"	3.44759752573971	0.503771250991394	1	"diagnosis"
"s__GGB3490_SGB4664|t__SGB4664"	-4.13289107480995	0.506876966900408	1	"diagnosis"
"s__Rothia_mucilaginosa|t__SGB16986"	0.189425136079091	0.507323760923329	1	"diagnosis"
"s__GGB2998_SGB3989|t__SGB3989"	-3.91585651783364	0.50879274519946	1	"diagnosis"
"s__Clostridiales_bacterium|t__SGB15158"	-2.13583550301058	0.508874116805698	1	"diagnosis"
"s__Anaerotruncus_massiliensis|t__SGB14965"	-0.444884755905828	0.509847175985866	1	"diagnosis"
"s__Gemmiger_formicilis|t__SGB15300"	-1.27806462418558	0.510956456910851	1	"diagnosis"
"s__Anaerobutyricum_hallii|t__SGB4532"	-1.3054452549406	0.511551400349158	1	"diagnosis"
"s__Streptococcus_australis|t__SGB8059_group"	0.189346798926603	0.512833896232975	1	"diagnosis"
