"feature"	"coef_AB"	"pval_AB"	"qval_AB"	"metadata"
"s__Fusobacterium_nucleatum|t__SGB6014"	NA	1	1	"diagnosis"
"s__Fusobacterium_pseudoperiodonticum|t__SGB5989_group"	NA	1	1	"diagnosis"
"s__Fusobacterium_ulcerans|t__SGB6039"	NA	1	1	"diagnosis"
"s__Fusobacterium_ulcerans|t__SGB6041"	NA	1	1	"diagnosis"
"s__Gardnerella_vaginalis|t__SGB17302"	NA	1	1	"diagnosis"
"s__Gardnerella_vaginalis|t__SGB17305"	NA	1	1	"diagnosis"
"s__Gardnerella_vaginalis|t__SGB17307"	NA	1	1	"diagnosis"
"s__Gemella_haemolysans|t__SGB7285_group"	NA	1	1	"diagnosis"
"s__Gemella_morbillorum|t__SGB7295"	NA	1	1	"diagnosis"
"s__Gemella_sanguinis|t__SGB7298_group"	NA	1	1	"diagnosis"
"s__Gemmiger_formicilis|t__SGB15300"	0.145507949817094	0.546131120865327	1	"diagnosis"
"s__Gemmiger_formicilis|t__SGB15305"	NA	1	1	"diagnosis"
"s__Gemmiger_formicilis|t__SGB63307"	NA	1	1	"diagnosis"
"s__Gemmiger_SGB1481|t__SGB1481"	0.945182289835154	5.10611280953472e-05	0.00144997393908851	"diagnosis"
"s__Gemmiger_SGB15295|t__SGB15295"	NA	1	1	"diagnosis"
"s__Gemmiger_SGB15299|t__SGB15299"	-0.120833963226119	0.404891725743969	1	"diagnosis"
"s__Gemmiger_SGB15301|t__SGB15301"	NA	1	1	"diagnosis"
"s__Gemmiger_sp_An50|t__SGB15282"	NA	1	1	"diagnosis"
"s__Gemmiger_sp_An87|t__SGB15281"	NA	1	1	"diagnosis"
"s__Geodermatophilaceae_bacterium_NBWT11|t__SGB16544"	NA	1	1	"diagnosis"
"s__GGB10692_SGB17347|t__SGB17347"	NA	1	1	"diagnosis"
"s__GGB10693_SGB17348|t__SGB17348"	NA	1	1	"diagnosis"
"s__GGB1093_SGB1404|t__SGB1404"	NA	1	1	"diagnosis"
"s__GGB1095_SGB1407|t__SGB1407"	NA	1	1	"diagnosis"
"s__GGB1102_SGB1416|t__SGB1416"	NA	1	1	"diagnosis"
"s__GGB1123_SGB1437|t__SGB1437"	NA	1	1	"diagnosis"
"s__GGB1144_SGB1468|t__SGB1468"	NA	1	1	"diagnosis"
"s__GGB1147_SGB1474|t__SGB1474"	NA	1	1	"diagnosis"
"s__GGB1202_SGB1566|t__SGB1566"	NA	1	1	"diagnosis"
"s__GGB1215_SGB1581|t__SGB1581"	NA	1	1	"diagnosis"
"s__GGB1239_SGB1657|t__SGB1657"	NA	1	1	"diagnosis"
"s__GGB1239_SGB1658|t__SGB1658"	NA	1	1	"diagnosis"
"s__GGB1246_SGB1667|t__SGB1667"	NA	1	1	"diagnosis"
"s__GGB1247_SGB1668|t__SGB1668"	NA	1	1	"diagnosis"
"s__GGB1266_SGB1699|t__SGB1699"	NA	1	1	"diagnosis"
"s__GGB12871_SGB20007|t__SGB20007"	NA	1	1	"diagnosis"
"s__GGB13283_SGB4948|t__SGB4948"	NA	1	1	"diagnosis"
"s__GGB13404_SGB14252|t__SGB14252"	-0.421763904403689	0.0134523387237124	0.149995912629444	"diagnosis"
"s__GGB1341_SGB1799|t__SGB1799"	NA	1	1	"diagnosis"
"s__GGB1345_SGB1803|t__SGB1803"	NA	1	1	"diagnosis"
"s__GGB13463_SGB15285|t__SGB15285"	NA	1	1	"diagnosis"
"s__GGB13493_SGB15238|t__SGB15238"	NA	1	1	"diagnosis"
"s__GGB1354_SGB1818|t__SGB1818"	NA	1	1	"diagnosis"
"s__GGB1364_SGB1833|t__SGB1833"	1.00098876076732	0.0361838009867461	0.353731256640922	"diagnosis"
"s__GGB13758_SGB9208|t__SGB9208"	NA	1	1	"diagnosis"
"s__GGB1379_SGB1880|t__SGB1880"	NA	1	1	"diagnosis"
"s__GGB1380_SGB1883|t__SGB1883"	NA	1	1	"diagnosis"
"s__GGB13818_SGB6606|t__SGB6606"	NA	1	1	"diagnosis"
"s__GGB1385_SGB1890|t__SGB1890"	NA	1	1	"diagnosis"
"s__GGB14025_SGB14906|t__SGB14906"	NA	1	1	"diagnosis"
"s__GGB1407_SGB1930|t__SGB1930"	NA	1	1	"diagnosis"
"s__GGB1420_SGB1957|t__SGB1957"	NA	1	1	"diagnosis"
"s__GGB1455_SGB2018|t__SGB2018"	NA	1	1	"diagnosis"
"s__GGB1456_SGB2019|t__SGB2019"	NA	1	1	"diagnosis"
"s__GGB1458_SGB2021|t__SGB2021"	NA	1	1	"diagnosis"
"s__GGB1460_SGB2023|t__SGB2023"	NA	1	1	"diagnosis"
"s__GGB1495_SGB2071|t__SGB2071"	NA	1	1	"diagnosis"
"s__GGB1517_SGB14930|t__SGB14930"	NA	1	1	"diagnosis"
"s__GGB1527_SGB59850|t__SGB59850"	NA	1	1	"diagnosis"
"s__GGB1530_SGB2113|t__SGB2113"	NA	1	1	"diagnosis"
"s__GGB1543_SGB2126|t__SGB2126"	3.57983782205992	0.00221401371690867	0.0311879570043276	"diagnosis"
"s__GGB1549_SGB2133|t__SGB2133"	NA	1	1	"diagnosis"
"s__GGB1551_SGB2136|t__SGB2136"	NA	1	1	"diagnosis"
"s__GGB15850_SGB5785|t__SGB5785"	NA	1	1	"diagnosis"
"s__GGB16040_SGB9347|t__SGB9347"	NA	1	1	"diagnosis"
"s__GGB1627_SGB2227|t__SGB2227"	NA	1	1	"diagnosis"
"s__GGB1627_SGB2230|t__SGB2230"	NA	1	1	"diagnosis"
"s__GGB1631_SGB2239|t__SGB2239"	NA	1	1	"diagnosis"
"s__GGB1662_SGB2276|t__SGB2276"	NA	1	1	"diagnosis"
"s__GGB1680_SGB2312|t__SGB2312"	NA	1	1	"diagnosis"
"s__GGB18083_SGB26726|t__SGB26726"	NA	1	1	"diagnosis"
"s__GGB18384_SGB14372|t__SGB14372"	NA	1	1	"diagnosis"
"s__GGB24101_SGB40209|t__SGB40209"	NA	1	1	"diagnosis"
"s__GGB25056_SGB36978|t__SGB36978"	NA	1	1	"diagnosis"
"s__GGB25158_SGB42321|t__SGB42321"	NA	1	1	"diagnosis"
"s__GGB260_SGB362|t__SGB362"	NA	1	1	"diagnosis"
"s__GGB261_SGB58821|t__SGB58821"	NA	1	1	"diagnosis"
"s__GGB2652_SGB3573|t__SGB3573"	NA	1	1	"diagnosis"
"s__GGB2653_SGB3574|t__SGB3574"	-0.130382726270196	0.439056837192934	1	"diagnosis"
"s__GGB2657_SGB3578|t__SGB3578"	NA	1	1	"diagnosis"
"s__GGB269_SGB376|t__SGB376"	NA	1	1	"diagnosis"
"s__GGB27106_SGB6188|t__SGB6188"	NA	1	1	"diagnosis"
"s__GGB2722_SGB3663|t__SGB3663"	NA	1	1	"diagnosis"
"s__GGB2732_SGB58358|t__SGB58358"	NA	1	1	"diagnosis"
"s__GGB2734_SGB3677|t__SGB3677"	NA	1	1	"diagnosis"
"s__GGB27377_SGB13972|t__SGB13972"	NA	1	1	"diagnosis"
"s__GGB27782_SGB40196|t__SGB40196"	NA	1	1	"diagnosis"
"s__GGB27897_SGB40332|t__SGB40332"	NA	1	1	"diagnosis"
"s__GGB28262_SGB40814|t__SGB40814"	0.522857616303177	0.000104474561781018	0.00242733754579534	"diagnosis"
"s__GGB28271_SGB40830|t__SGB40830"	NA	1	1	"diagnosis"
"s__GGB28319_SGB40892|t__SGB40892"	NA	1	1	"diagnosis"
"s__GGB28369_SGB40949|t__SGB40949"	NA	1	1	"diagnosis"
"s__GGB28403_SGB40190|t__SGB40190"	NA	1	1	"diagnosis"
"s__GGB28474_SGB41058|t__SGB41058"	NA	1	1	"diagnosis"
"s__GGB2848_SGB3813|t__SGB3813"	0.206965973547542	0.0387905249377512	0.375114860073713	"diagnosis"
"s__GGB28645_SGB41268|t__SGB41268"	NA	1	1	"diagnosis"
"s__GGB28945_SGB41651|t__SGB41651"	NA	1	1	"diagnosis"
"s__GGB29004_SGB41720|t__SGB41720"	NA	1	1	"diagnosis"
"s__GGB29535_SGB36365|t__SGB36365"	NA	1	1	"diagnosis"
"s__GGB2958_SGB3940|t__SGB3940"	NA	1	1	"diagnosis"
"s__GGB29668_SGB42476|t__SGB42476"	NA	1	1	"diagnosis"
"s__GGB2970_SGB3952|t__SGB3952"	NA	1	1	"diagnosis"
"s__GGB2977_SGB3959|t__SGB3959"	NA	1	1	"diagnosis"
"s__GGB2980_SGB3962|t__SGB3962"	NA	1	1	"diagnosis"
"s__GGB2982_SGB3964|t__SGB3964"	NA	1	1	"diagnosis"
"s__GGB2983_SGB3965|t__SGB3965"	NA	1	1	"diagnosis"
"s__GGB2987_SGB3969|t__SGB3969"	NA	1	1	"diagnosis"
"s__GGB2993_SGB3978|t__SGB3978"	NA	1	1	"diagnosis"
"s__GGB2996_SGB3983|t__SGB3983"	NA	1	1	"diagnosis"
"s__GGB2998_SGB3988|t__SGB3988"	0.952354441870977	5.00645179092225e-07	3.58261690158396e-05	"diagnosis"
"s__GGB2998_SGB3989|t__SGB3989"	NA	1	1	"diagnosis"
"s__GGB2999_SGB3990|t__SGB3990"	NA	1	1	"diagnosis"
"s__GGB3000_SGB3991|t__SGB3991"	NA	1	1	"diagnosis"
"s__GGB3001_SGB3992|t__SGB3992"	-6.95685150888086	1	1	"diagnosis"
"s__GGB3002_SGB3993|t__SGB3993"	NA	1	1	"diagnosis"
"s__GGB3003_SGB3994|t__SGB3994"	NA	1	1	"diagnosis"
"s__GGB3004_SGB3995|t__SGB3995"	NA	1	1	"diagnosis"
"s__GGB3005_SGB3996|t__SGB3996"	1.48925184270493	0.018334498112869	0.192943630140722	"diagnosis"
"s__GGB3032_SGB4027|t__SGB4027"	NA	1	1	"diagnosis"
"s__GGB3033_SGB4028|t__SGB4028"	NA	1	1	"diagnosis"
"s__GGB3033_SGB4029|t__SGB4029"	-0.365875458802885	0.0970651777286583	0.807672571891022	"diagnosis"
"s__GGB3034_SGB4030|t__SGB4030"	NA	1	1	"diagnosis"
"s__GGB30455_SGB72339|t__SGB72339"	NA	1	1	"diagnosis"
"s__GGB3057_SGB4059|t__SGB4059"	NA	1	1	"diagnosis"
"s__GGB3058_SGB4060|t__SGB4060"	NA	1	1	"diagnosis"
"s__GGB3061_SGB4063|t__SGB4063"	NA	1	1	"diagnosis"
"s__GGB3095_SGB4103|t__SGB4103"	NA	1	1	"diagnosis"
"s__GGB3109_SGB4119|t__SGB4119"	NA	1	1	"diagnosis"
"s__GGB3109_SGB4643|t__SGB4643"	2.86582301040778	0.000456542472068822	0.00804154991230751	"diagnosis"
"s__GGB3118_SGB4130|t__SGB4130"	NA	1	1	"diagnosis"
"s__GGB31184_SGB44478|t__SGB44478"	NA	1	1	"diagnosis"
"s__GGB3123_SGB4135|t__SGB4135"	NA	1	1	"diagnosis"
"s__GGB31234_SGB14869|t__SGB14869"	NA	1	1	"diagnosis"
"s__GGB3124_SGB4136|t__SGB4136"	NA	1	1	"diagnosis"
"s__GGB3126_SGB4139|t__SGB4139"	NA	1	1	"diagnosis"
"s__GGB3128_SGB4141|t__SGB4141"	NA	1	1	"diagnosis"
"s__GGB3132_SGB4145|t__SGB4145"	NA	1	1	"diagnosis"
"s__GGB3138_SGB4151|t__SGB4151"	NA	1	1	"diagnosis"
"s__GGB3142_SGB4155|t__SGB4155"	NA	1	1	"diagnosis"
"s__GGB3146_SGB4159|t__SGB4159"	NA	1	1	"diagnosis"
"s__GGB31460_SGB6499|t__SGB6499"	NA	1	1	"diagnosis"
"s__GGB3160_SGB4174|t__SGB4174"	NA	1	1	"diagnosis"
"s__GGB3160_SGB4364|t__SGB4364"	NA	1	1	"diagnosis"
"s__GGB3167_SGB4181|t__SGB4181"	NA	1	1	"diagnosis"
"s__GGB3169_SGB4183|t__SGB4183"	NA	1	1	"diagnosis"
"s__GGB3171_SGB4185|t__SGB4185"	NA	1	1	"diagnosis"
"s__GGB3175_SGB4191|t__SGB4191"	-0.00677193489269485	0.971169183647762	1	"diagnosis"
"s__GGB3176_SGB4194|t__SGB4194"	NA	1	1	"diagnosis"
"s__GGB3180_SGB4202|t__SGB4202"	NA	1	1	"diagnosis"
"s__GGB3204_SGB13957|t__SGB13957"	NA	1	1	"diagnosis"
"s__GGB3236_SGB4274|t__SGB4274"	NA	1	1	"diagnosis"
"s__GGB32387_SGB47381|t__SGB47381"	NA	1	1	"diagnosis"
"s__GGB3247_SGB4294|t__SGB4294"	NA	1	1	"diagnosis"
"s__GGB3256_SGB4303|t__SGB4303"	NA	1	1	"diagnosis"
"s__GGB3257_SGB4304|t__SGB4304"	NA	1	1	"diagnosis"
"s__GGB3260_SGB4307|t__SGB4307"	NA	1	1	"diagnosis"
"s__GGB3264_SGB4312|t__SGB4312"	NA	1	1	"diagnosis"
"s__GGB3265_SGB4314|t__SGB4314"	NA	1	1	"diagnosis"
"s__GGB3266_SGB4315|t__SGB4315"	NA	1	1	"diagnosis"
"s__GGB3267_SGB4317|t__SGB4317"	NA	1	1	"diagnosis"
"s__GGB3275_SGB4325|t__SGB4325"	NA	1	1	"diagnosis"
"s__GGB3277_SGB4327|t__SGB4327"	2.58587443817744	2.84203095307942e-07	2.21060581524308e-05	"diagnosis"
"s__GGB3278_SGB4328|t__SGB4328"	NA	1	1	"diagnosis"
"s__GGB3281_SGB4335|t__SGB4335"	NA	1	1	"diagnosis"
"s__GGB32900_SGB53446|t__SGB53446"	NA	1	1	"diagnosis"
"s__GGB3304_SGB4367|t__SGB4367"	-0.464093483991905	0.0135566617510562	0.149995912629444	"diagnosis"
"s__GGB3306_SGB4372|t__SGB4372"	NA	1	1	"diagnosis"
"s__GGB3321_SGB4394|t__SGB4394"	NA	1	1	"diagnosis"
"s__GGB3321_SGB4395|t__SGB4395"	NA	1	1	"diagnosis"
"s__GGB3325_SGB4402|t__SGB4402"	NA	1	1	"diagnosis"
"s__GGB3340_SGB4419|t__SGB4419"	NA	1	1	"diagnosis"
"s__GGB3341_SGB4420|t__SGB4420"	NA	1	1	"diagnosis"
"s__GGB3343_SGB4423|t__SGB4423"	NA	1	1	"diagnosis"
"s__GGB3345_SGB9340|t__SGB9340"	NA	1	1	"diagnosis"
"s__GGB33469_SGB15236|t__SGB15236"	0.733110502166138	0.000355135352785484	0.00654986748590959	"diagnosis"
"s__GGB33469_SGB15237|t__SGB15237"	NA	1	1	"diagnosis"
"s__GGB3351_SGB4434|t__SGB4434"	NA	1	1	"diagnosis"
"s__GGB33512_SGB15201|t__SGB15201"	-1.31147119124436	4.92860572908529e-05	0.00142555153649454	"diagnosis"
"s__GGB33512_SGB15202|t__SGB15202"	NA	1	1	"diagnosis"
"s__GGB33512_SGB15203|t__SGB15203"	NA	1	1	"diagnosis"
"s__GGB33516_SGB54324|t__SGB54324"	NA	1	1	"diagnosis"
"s__GGB3353_SGB4437|t__SGB4437"	NA	1	1	"diagnosis"
"s__GGB33544_SGB53490|t__SGB53490"	NA	1	1	"diagnosis"
"s__GGB33586_SGB53517|t__SGB53517"	-0.50690715004902	1.23956825319894e-05	0.000443016559075533	"diagnosis"
"s__GGB3360_SGB4444|t__SGB4444"	NA	1	1	"diagnosis"
"s__GGB3363_SGB4447|t__SGB4447"	NA	1	1	"diagnosis"
"s__GGB3363_SGB4448|t__SGB4448"	NA	1	1	"diagnosis"
"s__GGB33665_SGB47358|t__SGB47358"	NA	1	1	"diagnosis"
"s__GGB33896_SGB14872|t__SGB14872"	NA	1	1	"diagnosis"
"s__GGB33928_SGB15225|t__SGB15225"	1.45194178513274	0.000184712354761507	0.00371292587267793	"diagnosis"
"s__GGB3400_SGB4510|t__SGB4510"	NA	1	1	"diagnosis"
"s__GGB34228_SGB53814|t__SGB53814"	NA	1	1	"diagnosis"
"s__GGB34228_SGB72916|t__SGB72916"	NA	1	1	"diagnosis"
"s__GGB3424_SGB4551|t__SGB4551"	NA	1	1	"diagnosis"
"s__GGB3444_SGB4594|t__SGB4594"	NA	1	1	"diagnosis"
"s__GGB3446_SGB4597|t__SGB4597"	NA	1	1	"diagnosis"
"s__GGB3451_SGB4605|t__SGB4605"	NA	1	1	"diagnosis"
"s__GGB3453_SGB4607|t__SGB4607"	NA	1	1	"diagnosis"
"s__GGB34540_SGB54300|t__SGB54300"	NA	1	1	"diagnosis"
"s__GGB3463_SGB4621|t__SGB4621"	NA	1	1	"diagnosis"
"s__GGB3474_SGB4637|t__SGB4637"	NA	1	1	"diagnosis"
"s__GGB3475_SGB4638|t__SGB4638"	NA	1	1	"diagnosis"
"s__GGB3478_SGB14857|t__SGB14857"	NA	1	1	"diagnosis"
"s__GGB34797_SGB14322|t__SGB14322"	NA	1	1	"diagnosis"
"s__GGB34797_SGB14323|t__SGB14323"	NA	1	1	"diagnosis"
"s__GGB3486_SGB4658|t__SGB4658"	NA	1	1	"diagnosis"
"s__GGB3490_SGB4664|t__SGB4664"	NA	1	1	"diagnosis"
"s__GGB34900_SGB14891|t__SGB14891"	2.51343706863509	1	1	"diagnosis"
"s__GGB3491_SGB4665|t__SGB4665"	NA	1	1	"diagnosis"
"s__GGB3497_SGB4672|t__SGB4672"	NA	1	1	"diagnosis"
"s__GGB3499_SGB4674|t__SGB4674"	0.901644884931912	0.000488455261958733	0.00840236984273244	"diagnosis"
"s__GGB35068_SGB47850|t__SGB47850"	NA	1	1	"diagnosis"
"s__GGB3510_SGB4687|t__SGB4687"	NA	1	1	"diagnosis"
"s__GGB3511_SGB4688|t__SGB4688"	NA	1	1	"diagnosis"
"s__GGB3513_SGB4691|t__SGB4691"	NA	1	1	"diagnosis"
"s__GGB3518_SGB4697|t__SGB4697"	NA	1	1	"diagnosis"
"s__GGB3524_SGB4704|t__SGB4704"	NA	1	1	"diagnosis"
"s__GGB3532_SGB4720|t__SGB4720"	NA	1	1	"diagnosis"
"s__GGB3534_SGB4722|t__SGB4722"	NA	1	1	"diagnosis"
"s__GGB3537_SGB4727|t__SGB4727"	NA	1	1	"diagnosis"
"s__GGB3538_SGB4728|t__SGB4728"	NA	1	1	"diagnosis"
"s__GGB35456_SGB66051|t__SGB66051"	NA	1	1	"diagnosis"
"s__GGB3548_SGB4744|t__SGB4744"	-1.29487022739732	9.22433109453531e-06	0.00036026082579217	"diagnosis"
"s__GGB35551_SGB53794|t__SGB53794"	NA	1	1	"diagnosis"
"s__GGB3569_SGB4776|t__SGB4776"	NA	1	1	"diagnosis"
"s__GGB3570_SGB4777|t__SGB4777"	NA	1	1	"diagnosis"
"s__GGB3579_SGB47659|t__SGB47659"	NA	1	1	"diagnosis"
"s__GGB3583_SGB4799|t__SGB4799"	NA	1	1	"diagnosis"
"s__GGB3585_SGB4803|t__SGB4803"	NA	1	1	"diagnosis"
"s__GGB3588_SGB4808|t__SGB4808"	NA	1	1	"diagnosis"
"s__GGB3593_SGB4817|t__SGB4817"	NA	1	1	"diagnosis"
"s__GGB3600_SGB47662|t__SGB47662"	NA	1	1	"diagnosis"
"s__GGB3600_SGB4859|t__SGB4859"	NA	1	1	"diagnosis"
"s__GGB3602_SGB4574|t__SGB4574"	-1.64100812173603	4.62682660899834e-05	0.00140294793279627	"diagnosis"
"s__GGB3602_SGB66069|t__SGB66069"	NA	1	1	"diagnosis"
"s__GGB3612_SGB4882|t__SGB4882"	-0.330528391166345	0.0507004103027688	0.460421492546464	"diagnosis"
"s__GGB3614_SGB20497|t__SGB20497"	NA	1	1	"diagnosis"
"s__GGB3614_SGB4886|t__SGB4886"	NA	1	1	"diagnosis"
"s__GGB3616_SGB4888|t__SGB4888"	NA	1	1	"diagnosis"
"s__GGB3616_SGB4890|t__SGB4890"	NA	1	1	"diagnosis"
"s__GGB3617_SGB4891|t__SGB4891"	NA	1	1	"diagnosis"
"s__GGB3619_SGB4894|t__SGB4894"	NA	1	1	"diagnosis"
"s__GGB3626_SGB4905|t__SGB4905"	NA	1	1	"diagnosis"
"s__GGB36267_SGB14177|t__SGB14177"	NA	1	1	"diagnosis"
"s__GGB3627_SGB4906|t__SGB4906"	NA	1	1	"diagnosis"
"s__GGB3632_SGB4921|t__SGB4921"	NA	1	1	"diagnosis"
"s__GGB3637_SGB4930|t__SGB4930"	NA	1	1	"diagnosis"
"s__GGB3653_SGB4964|t__SGB4964"	-0.966458594298888	0.000329880015740261	0.00621216155957187	"diagnosis"
"s__GGB3654_SGB4965|t__SGB4965"	NA	1	1	"diagnosis"
"s__GGB36590_SGB1964|t__SGB1964"	NA	1	1	"diagnosis"
"s__GGB36599_SGB9269|t__SGB9269"	NA	1	1	"diagnosis"
"s__GGB3664_SGB4976|t__SGB4976"	NA	1	1	"diagnosis"
"s__GGB3677_SGB4990|t__SGB4990"	NA	1	1	"diagnosis"
"s__GGB3678_SGB4991|t__SGB4991"	NA	1	1	"diagnosis"
"s__GGB3680_SGB4994|t__SGB4994"	NA	1	1	"diagnosis"
"s__GGB37167_SGB62963|t__SGB62963"	NA	1	1	"diagnosis"
"s__GGB3722_SGB5050|t__SGB5050"	NA	1	1	"diagnosis"
"s__GGB3724_SGB5054|t__SGB5054"	NA	1	1	"diagnosis"
"s__GGB37269_SGB47247|t__SGB47247"	NA	1	1	"diagnosis"
"s__GGB3730_SGB5060|t__SGB5060"	NA	1	1	"diagnosis"
"s__GGB3733_SGB5066|t__SGB5066"	NA	1	1	"diagnosis"
"s__GGB3746_SGB5089|t__SGB5089"	-0.0410691380810487	0.876385848592283	1	"diagnosis"
"s__GGB3755_SGB5104|t__SGB5104"	NA	1	1	"diagnosis"
"s__GGB38036_SGB6260|t__SGB6260"	NA	1	1	"diagnosis"
"s__GGB38079_SGB49239|t__SGB49239"	NA	1	1	"diagnosis"
"s__GGB38145_SGB53822|t__SGB53822"	NA	1	1	"diagnosis"
"s__GGB3815_SGB5180|t__SGB5180"	NA	1	1	"diagnosis"
"s__GGB3817_SGB5182|t__SGB5182"	NA	1	1	"diagnosis"
"s__GGB3818_SGB5183|t__SGB5183"	0.13337673700178	0.182527485111382	1	"diagnosis"
"s__GGB3819_SGB5184|t__SGB5184"	0.135662504444064	0.414046718417215	1	"diagnosis"
"s__GGB3828_SGB5197|t__SGB5197"	NA	1	1	"diagnosis"
"s__GGB38744_SGB14842|t__SGB14842"	NA	1	1	"diagnosis"
"s__GGB3892_SGB5290|t__SGB5290"	NA	1	1	"diagnosis"
"s__GGB39037_SGB4393|t__SGB4393"	NA	1	1	"diagnosis"
"s__GGB40351_SGB14301|t__SGB14301"	NA	1	1	"diagnosis"
"s__GGB41458_SGB58520|t__SGB58520"	NA	1	1	"diagnosis"
"s__GGB4237_SGB5728|t__SGB5728"	NA	1	1	"diagnosis"
"s__GGB42378_SGB59548|t__SGB59548"	NA	1	1	"diagnosis"
"s__GGB42389_SGB59559|t__SGB59559"	NA	1	1	"diagnosis"
"s__GGB4239_SGB5731|t__SGB5731"	NA	1	1	"diagnosis"
"s__GGB4248_SGB5746|t__SGB5746"	NA	1	1	"diagnosis"
"s__GGB4250_SGB5751|t__SGB5751"	NA	1	1	"diagnosis"
"s__GGB42639_SGB59836|t__SGB59836"	NA	1	1	"diagnosis"
"s__GGB4266_SGB5809|t__SGB5809"	NA	1	1	"diagnosis"
"s__GGB42689_SGB59892|t__SGB59892"	NA	1	1	"diagnosis"
"s__GGB4271_SGB5820|t__SGB5820"	NA	1	1	"diagnosis"
"s__GGB42994_SGB4746|t__SGB4746"	1.01407455121498	1.45194476050254e-09	4.08258607337235e-07	"diagnosis"
"s__GGB4386_SGB6036|t__SGB6036_group"	NA	1	1	"diagnosis"
"s__GGB4455_SGB5796|t__SGB5796"	NA	1	1	"diagnosis"
"s__GGB4456_SGB6141|t__SGB6141"	NA	1	1	"diagnosis"
"s__GGB4487_SGB6184|t__SGB6184"	NA	1	1	"diagnosis"
"s__GGB4541_SGB6262|t__SGB6262"	NA	1	1	"diagnosis"
"s__GGB45432_SGB63101|t__SGB63101"	NA	1	1	"diagnosis"
"s__GGB4546_SGB6267|t__SGB6267"	NA	1	1	"diagnosis"
"s__GGB4549_SGB6271|t__SGB6271"	NA	1	1	"diagnosis"
"s__GGB45491_SGB63163|t__SGB63163"	NA	1	1	"diagnosis"
"s__GGB45495_SGB63167|t__SGB63167"	NA	1	1	"diagnosis"
"s__GGB45497_SGB63169|t__SGB63169"	NA	1	1	"diagnosis"
"s__GGB45537_SGB63217|t__SGB63217"	NA	1	1	"diagnosis"
"s__GGB4554_SGB6285|t__SGB6285"	NA	1	1	"diagnosis"
"s__GGB45540_SGB63220|t__SGB63220"	NA	1	1	"diagnosis"
"s__GGB4559_SGB6293|t__SGB6293"	NA	1	1	"diagnosis"
"s__GGB45596_SGB63306|t__SGB63306"	NA	1	1	"diagnosis"
"s__GGB45600_SGB15302|t__SGB15302"	NA	1	1	"diagnosis"
"s__GGB4562_SGB6297|t__SGB6297"	NA	1	1	"diagnosis"
"s__GGB45620_SGB63333|t__SGB63333"	NA	1	1	"diagnosis"
"s__GGB4564_SGB6302|t__SGB6302"	NA	1	1	"diagnosis"
"s__GGB4566_SGB6305|t__SGB6305"	NA	1	1	"diagnosis"
"s__GGB4567_SGB6308|t__SGB6308"	NA	1	1	"diagnosis"
"s__GGB4569_SGB6310|t__SGB6310"	NA	1	1	"diagnosis"
"s__GGB4571_SGB6317|t__SGB6317"	NA	1	1	"diagnosis"
"s__GGB4571_SGB6320|t__SGB6320"	NA	1	1	"diagnosis"
"s__GGB4578_SGB6328|t__SGB6328"	NA	1	1	"diagnosis"
"s__GGB4580_SGB6330|t__SGB6330"	NA	1	1	"diagnosis"
"s__GGB4581_SGB6331|t__SGB6331"	NA	1	1	"diagnosis"
"s__GGB4584_SGB6338|t__SGB6338"	NA	1	1	"diagnosis"
"s__GGB4585_SGB4995|t__SGB4995"	NA	1	1	"diagnosis"
"s__GGB4586_SGB6343|t__SGB6343"	NA	1	1	"diagnosis"
"s__GGB4586_SGB6344|t__SGB6344"	NA	1	1	"diagnosis"
"s__GGB4588_SGB6347|t__SGB6347"	NA	1	1	"diagnosis"
"s__GGB4591_SGB6350|t__SGB6350"	NA	1	1	"diagnosis"
"s__GGB4593_SGB6353|t__SGB6353"	NA	1	1	"diagnosis"
"s__GGB4596_SGB6358|t__SGB6358"	NA	1	1	"diagnosis"
"s__GGB4597_SGB6359|t__SGB6359"	NA	1	1	"diagnosis"
"s__GGB4598_SGB6360|t__SGB6360"	NA	1	1	"diagnosis"
"s__GGB4599_SGB6362|t__SGB6362"	NA	1	1	"diagnosis"
"s__GGB4602_SGB6365|t__SGB6365"	NA	1	1	"diagnosis"
"s__GGB4605_SGB6376|t__SGB6376"	NA	1	1	"diagnosis"
"s__GGB4605_SGB6378|t__SGB6378"	NA	1	1	"diagnosis"
"s__GGB4608_SGB6382|t__SGB6382"	NA	1	1	"diagnosis"
"s__GGB4611_SGB6385|t__SGB6385"	NA	1	1	"diagnosis"
"s__GGB4642_SGB6422|t__SGB6422"	NA	1	1	"diagnosis"
"s__GGB4644_SGB6428|t__SGB6428"	NA	1	1	"diagnosis"
"s__GGB4651_SGB6438|t__SGB6438"	NA	1	1	"diagnosis"
"s__GGB4653_SGB6440|t__SGB6440"	NA	1	1	"diagnosis"
"s__GGB4659_SGB6447|t__SGB6447"	NA	1	1	"diagnosis"
"s__GGB4664_SGB6452|t__SGB6452"	NA	1	1	"diagnosis"
"s__GGB4667_SGB6456|t__SGB6456"	NA	1	1	"diagnosis"
"s__GGB4669_SGB6458|t__SGB6458"	NA	1	1	"diagnosis"
"s__GGB4676_SGB6465|t__SGB6465"	NA	1	1	"diagnosis"
"s__GGB4682_SGB6472|t__SGB6472"	NA	1	1	"diagnosis"
"s__GGB4684_SGB6478|t__SGB6478"	NA	1	1	"diagnosis"
"s__GGB4698_SGB6498|t__SGB6498"	NA	1	1	"diagnosis"
