"feature"	"coef_DS"	"pval_DS"	"qval_DS"	"metadata"
"s__Fusobacterium_ulcerans|t__SGB6039"	2.36241036901533	7.59376774287459e-05	0.000784511075971622	"diagnosis"
"s__Klebsiella_pneumoniae|t__SGB10115"	0.196767568595116	0.951673008561684	0.989739802220386	"diagnosis"
"s__GGB51420_SGB4586|t__SGB4586"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Bifidobacterium_bifidum|t__SGB17256"	-0.519164069691165	NA	NA	"diagnosis"
"s__Bifidobacterium_breve|t__SGB17247"	0.419218398512864	0.486664147662713	0.989739802220386	"diagnosis"
"s__Gemmiger_SGB1481|t__SGB1481"	0.123665913234692	NA	NA	"diagnosis"
"s__Streptococcus_SGB5805|t__SGB5805"	0.35015434557277	NA	NA	"diagnosis"
"s__GGB3548_SGB4744|t__SGB4744"	0.255571326470006	0.938770738041659	0.989739802220386	"diagnosis"
"s__GGB79751_SGB6028|t__SGB6028_group"	0.474136178087682	NA	NA	"diagnosis"
"s__GGB1345_SGB1803|t__SGB1803"	0.159244705592571	0.961873475899144	0.989739802220386	"diagnosis"
"s__Clostridium_sp_1001270H_150608_G6|t__SGB5111"	-0.896247360007509	0.787303861063686	0.989739802220386	"diagnosis"
"s__GGB2732_SGB58358|t__SGB58358"	0.134095381820271	0.954216051518272	0.989739802220386	"diagnosis"
"s__Desulfovibrio_piger|t__SGB15467"	0.0881103382213427	0.963692056210944	0.989739802220386	"diagnosis"
"s__Bifidobacterium_pseudocatenulatum|t__SGB17237"	-0.439711845754867	NA	NA	"diagnosis"
"s__GGB9469_SGB14862|t__SGB14862"	-2.77033468581864	9.25508954976912e-11	3.08629552710116e-09	"diagnosis"
"s__Collinsella_SGB59878|t__SGB59878"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Clostridiaceae_bacterium_NSJ_33|t__SGB25547"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB4729_SGB6550|t__SGB6550"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Candidatus_Pseudobutyricicoccus_lothianensis|t__SGB14975"	1.07455868938726	NA	NA	"diagnosis"
"s__Candidatus_Howiella_intestinavium|t__SGB63345"	0.957794835712328	NA	NA	"diagnosis"
"s__Eubacteriaceae_bacterium_CHKCI004|t__SGB4682"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Anaerostipes_butyraticus|t__SGB59711"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Colibacter_massiliensis|t__SGB5869"	-2.57831688066868	3.5003031520923e-09	8.28216890987e-08	"diagnosis"
"s__Klebsiella_oxytoca|t__SGB10118"	0.225415579018365	0.928194323734059	0.989739802220386	"diagnosis"
"s__Citrobacter_braakii|t__SGB10086"	4.09198454234143	1.18159026972776e-08	2.51216366042119e-07	"diagnosis"
"s__Citrobacter_freundii|t__SGB10083"	0.440135067091345	0.894873492238289	0.989739802220386	"diagnosis"
"s__Bifidobacterium_animalis|t__SGB17278"	1.36489674650254	0.00586228390267164	0.0399998627219502	"diagnosis"
"s__Holdemanella_porci|t__SGB6796"	-0.748910201662993	0.782353512676695	0.989739802220386	"diagnosis"
"s__Clostridium_neonatale|t__SGB6169"	-0.162496956403067	0.961073534176207	0.989739802220386	"diagnosis"
"s__Anaeroglobus_geminatus|t__SGB5870"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB3109_SGB4119|t__SGB4119"	-4.46127019256108	3.571883465938e-10	1.00768327779443e-08	"diagnosis"
"s__Bacteroides_nordii|t__SGB1858"	-1.43578886713032	NA	NA	"diagnosis"
"s__Butyricimonas_SGB15260|t__SGB15260"	-1.04780901786473	NA	NA	"diagnosis"
"s__Lactobacillus_acidophilus|t__SGB7044"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Enterococcus_faecium|t__SGB7968"	0.646096270759454	0.212414548250072	0.955865467125325	"diagnosis"
"s__Clostridioides_difficile|t__SGB6136"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Morganella_morganii|t__SGB10028"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB1549_SGB2133|t__SGB2133"	0.11082410051573	0.973439522965481	0.989739802220386	"diagnosis"
"s__GGB9635_SGB15106|t__SGB15106"	-0.533164015794777	0.87256234473247	0.989739802220386	"diagnosis"
"s__Alistipes_provencensis|t__SGB2298"	-0.13139790742091	0.961533354856638	0.989739802220386	"diagnosis"
"s__Bacteroides_intestinalis|t__SGB1845"	0.450349067181745	0.892440221157412	0.989739802220386	"diagnosis"
"s__GGB4768_SGB6601|t__SGB6601"	-0.141077995540902	0.945035674086088	0.989739802220386	"diagnosis"
"s__Desulfovibrio_legallii|t__SGB15469"	0.142260715362252	0.934536924456784	0.989739802220386	"diagnosis"
"s__Clostridium_sp_AF32_12BH|t__SGB4710"	0.139351050709666	0.931114863665911	0.989739802220386	"diagnosis"
"s__Alistipes_sp_AF17_16|t__SGB2326"	-1.27458046251021	0.701238044722777	0.989739802220386	"diagnosis"
"s__Clostridium_sp_AF12_28|t__SGB4715"	-0.373028130825518	0.909348452519573	0.989739802220386	"diagnosis"
"s__Roseburia_sp_AM59_24XD|t__SGB4654"	-0.67382321303959	0.839447685870834	0.989739802220386	"diagnosis"
"s__Dakarella_SGB14198|t__SGB14198"	-1.10291924418538	0.0905828001811478	0.438564250381993	"diagnosis"
"s__GGB9708_SGB15234|t__SGB15234"	-0.797727653011533	0.810161112651098	0.989739802220386	"diagnosis"
"s__Nitrosopumilus_SGB14899|t__SGB14899"	0.847108876206975	0.322277821965992	0.989739802220386	"diagnosis"
"s__GGB9062_SGB13981|t__SGB13981"	0.139754375566471	NA	NA	"diagnosis"
"s__GGB9760_SGB15374|t__SGB15374"	-1.6660866308081	NA	NA	"diagnosis"
"s__Anaerococcus_SGB4342|t__SGB4342"	1.57256856975265	0.00923810320116452	0.0594399008601243	"diagnosis"
"s__Clostridiaceae_bacterium_Marseille_Q4145|t__SGB4769"	-1.65372025700842	0.518520703684872	0.989739802220386	"diagnosis"
"s__GGB80073_SGB9385|t__SGB9385"	3.7594592415614	NA	NA	"diagnosis"
"s__Enterobacter_ludwigii|t__SGB10127"	0.293408927410598	0.929813503411005	0.989739802220386	"diagnosis"
"s__GGB9524_SGB14924|t__SGB14924"	0.550319451365132	0.444622265321848	0.989739802220386	"diagnosis"
"s__GGB9342_SGB14306|t__SGB14306"	-0.802764476987421	0.809184143967101	0.989739802220386	"diagnosis"
"s__GGB25158_SGB42321|t__SGB42321"	-1.29463801439738	0.020929664112623	0.123308503024972	"diagnosis"
"s__Kluyvera_ascorbata|t__SGB10107"	1.43596169714793	0.00826607236175645	0.054464641593906	"diagnosis"
"s__GGB52130_SGB14966|t__SGB14966"	-3.99690936366837	6.64056085803590e-09	1.49872350442133e-07	"diagnosis"
"s__Citrobacter_freundii|t__SGB10084"	4.34384274766479	4.89836711801502e-09	1.14061977176636e-07	"diagnosis"
"s__Leclercia_adecarboxylata|t__SGB10147"	1.30155919324989	0.0109090229614048	0.0695805942799166	"diagnosis"
"s__GGB13404_SGB14252|t__SGB14252"	-3.84228562650086	NA	NA	"diagnosis"
"s__GGB9291_SGB14248|t__SGB14248"	1.25815033867221	0.0123436195094364	0.0780521112945827	"diagnosis"
"s__Ruminococcaceae_bacterium_D5|t__SGB14960"	1.22629610793888	0.0136083240515519	0.0849506867388364	"diagnosis"
"s__Raoultella_ornithinolytica|t__SGB10124"	1.08174838932069	0.0221641208379023	0.128516858771552	"diagnosis"
"s__Oscillibacter_sp_PC13|t__SGB7258"	-1.44766728401963	0.00105900383819	0.00839761421959313	"diagnosis"
"s__Enterobacter_kobei|t__SGB10133"	0.975280225898309	0.0326393947888191	0.182060806673755	"diagnosis"
"s__GGB33469_SGB15237|t__SGB15237"	2.05428170357683	0.00100696057646373	0.00807219216214367	"diagnosis"
"s__Parabacteroides_goldsteinii|t__SGB1937"	0.834634995142352	0.0559568233766232	0.296348952684138	"diagnosis"
"s__GGB3475_SGB4638|t__SGB4638"	-1.79462942499376	4.52529733360065e-05	0.000514621022355981	"diagnosis"
"s__Frisingicoccus_caecimuris|t__SGB4675"	2.3926962749489	NA	NA	"diagnosis"
"s__GGB9608_SGB15041|t__SGB15041"	3.37557663096358	1.40862449888585e-06	2.08732539380358e-05	"diagnosis"
"s__GGB9115_SGB14048|t__SGB14048"	2.27063414096909	6.80126557944947e-05	0.000723004101815389	"diagnosis"
"s__GGB9721_SGB15275|t__SGB15275"	0.211898559262927	NA	NA	"diagnosis"
"s__GGB9091_SGB14020|t__SGB14020"	-0.0262152417175883	0.991171495895539	0.997974320163869	"diagnosis"
"s__Victivallis_lenta|t__SGB9203"	0.926025908496189	0.204515012797759	0.923149303920962	"diagnosis"
"s__GGB9240_SGB14182|t__SGB14182"	-0.265756531948372	0.683736896175609	0.989739802220386	"diagnosis"
"s__GGB3490_SGB4664|t__SGB4664"	-0.0957606676253706	NA	NA	"diagnosis"
"s__GGB4586_SGB6344|t__SGB6344"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Blautia_luti|t__SGB4832"	1.95001736496667	0.00376407212160944	0.0268053097203935	"diagnosis"
"s__Enterococcus_SGB6173|t__SGB6173"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Lachnospiraceae_bacterium_AM48_27BH|t__SGB4706"	-2.31252112767153	NA	NA	"diagnosis"
"s__Coprococcus_eutactus|t__SGB5117"	-0.395223175586272	0.905343093718045	0.989739802220386	"diagnosis"
"s__Bacteroides_mediterraneensis|t__SGB1912"	-0.100811512956215	0.975824736355365	0.989739802220386	"diagnosis"
"s__GGB3277_SGB4327|t__SGB4327"	-0.0570595896867209	NA	NA	"diagnosis"
"s__GGB3278_SGB4328|t__SGB4328"	0.40569283871106	0.902934589297316	0.989739802220386	"diagnosis"
"s__Alloscardovia_omnicolens|t__SGB17300"	0.144832213150192	0.94807944805002	0.989739802220386	"diagnosis"
"s__Akkermansia_sp_KLE1798|t__SGB9224"	-0.33332249664234	0.920165341384103	0.989739802220386	"diagnosis"
"s__Gemmiger_SGB15295|t__SGB15295"	-0.775411599893061	0.81560829930601	0.989739802220386	"diagnosis"
"s__GGB51647_SGB4348|t__SGB4348"	0.00527254591527453	0.998736086777292	0.998736086777292	"diagnosis"
"s__GGB32900_SGB53446|t__SGB53446"	0.769094372218536	0.274999422023004	0.989739802220386	"diagnosis"
"s__Clostridiales_bacterium_NSJ_32|t__SGB4438"	-0.730291554337162	0.264930451837471	0.989739802220386	"diagnosis"
"s__GGB79630_SGB13983|t__SGB13983"	-0.576659376385754	NA	NA	"diagnosis"
"s__GGB3363_SGB4447|t__SGB4447"	-1.61552813702638	0.00450566016570263	0.0311783182221026	"diagnosis"
"s__Blautia_obeum|t__SGB4810"	-0.398778129851803	0.880565454136856	0.989739802220386	"diagnosis"
"s__GGB42389_SGB59559|t__SGB59559"	0.85283669836551	0.0501356744463101	0.270400861811533	"diagnosis"
"s__GGB3057_SGB4059|t__SGB4059"	0.365097197311313	0.876569010741582	0.989739802220386	"diagnosis"
"s__Enterococcus_hirae|t__SGB7970"	0.215817813875456	0.56185126195267	0.989739802220386	"diagnosis"
"s__Dialister_hominis|t__SGB5803_group"	-0.010344343924495	0.997518276049123	0.998736086777292	"diagnosis"
"s__Coprobacter_secundus|t__SGB1962"	-0.400889791784233	0.898410962076988	0.989739802220386	"diagnosis"
"s__Coprococcus_SGB4669|t__SGB4669"	-0.853429151055288	0.727385856170531	0.989739802220386	"diagnosis"
"s__GGB33469_SGB15236|t__SGB15236"	-1.75242375252666	NA	NA	"diagnosis"
"s__Bacteroides_stercorirosoris|t__SGB1848"	-0.119723022989123	0.788000958753678	0.989739802220386	"diagnosis"
"s__GGB3257_SGB4304|t__SGB4304"	0.433582002133309	0.358534418330072	0.989739802220386	"diagnosis"
"s__Kocuria_palustris|t__SGB16663"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Pararheinheimera_mesophila|t__SGB9774"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Micrococcus_lylae|t__SGB16675"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB4566_SGB6305|t__SGB6305"	-2.92493604398856	2.51454253439116e-10	7.52823244479966e-09	"diagnosis"
"s__Lachnospiraceae_bacterium_BX3|t__SGB4651"	-0.220568411595778	0.909128516674124	0.989739802220386	"diagnosis"
"s__GGB33896_SGB14872|t__SGB14872"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Massilistercora_timonensis|t__SGB4628"	-0.0290140357590544	NA	NA	"diagnosis"
"s__Ruminococcaceae_bacterium_UBA1375|t__SGB14840"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB9766_SGB15383|t__SGB15383"	-1.97571786111238	7.41763301204743e-07	1.19578765150259e-05	"diagnosis"
"s__Candidatus_Gallimonas_intestinalis|t__SGB54318"	2.53165297878125	2.17681235714563e-05	0.000266115310661053	"diagnosis"
"s__GGB14025_SGB14906|t__SGB14906"	-0.379843687904705	0.897152169670147	0.989739802220386	"diagnosis"
"s__GGB80140_SGB15224|t__SGB15224"	-0.322044474412458	0.922875498215133	0.989739802220386	"diagnosis"
"s__GGB9819_SGB15460|t__SGB15460"	-0.5211458384524	0.767660058388772	0.989739802220386	"diagnosis"
"s__GGB9499_SGB72735|t__SGB72735"	-0.120276622030364	NA	NA	"diagnosis"
"s__GGB4596_SGB6358|t__SGB6358"	-0.371472458012868	0.863820002562015	0.989739802220386	"diagnosis"
"s__GGB52106_SGB72838|t__SGB72838"	-1.43197035222266	5.6230407170486e-05	0.000620225618940623	"diagnosis"
"s__GGB9086_SGB14014|t__SGB14014"	-0.141856656465795	0.926911676697673	0.989739802220386	"diagnosis"
"s__GGB9623_SGB15075|t__SGB15075"	0.14273391811881	0.942956739165783	0.989739802220386	"diagnosis"
"s__GGB4567_SGB6308|t__SGB6308"	-0.390075124067369	0.906709302321846	0.989739802220386	"diagnosis"
"s__Faecalicatena_contorta|t__SGB4613"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Clostridia_bacterium_UC5_1_1E11|t__SGB14895"	-0.466623720628391	0.782396348106562	0.989739802220386	"diagnosis"
"s__Angelakisella_massiliensis|t__SGB29321"	1.95323655660154	NA	NA	"diagnosis"
"s__Candidatus_Neoclostridium_roslinense|t__SGB14018"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB9209_SGB14148|t__SGB14148"	-3.72896756974054	2.51529783899268e-15	1.63377776445411e-13	"diagnosis"
"s__Victivallis_vadensis|t__SGB9202"	-2.0171162864942	8.59733241035033e-08	1.65951140078736e-06	"diagnosis"
"s__Murimonas_intestini|t__SGB25538"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Clostridium_transplantifaecale|t__SGB29435"	-1.89668402584453	4.51607407234755e-07	7.61503524613086e-06	"diagnosis"
"s__GGB4745_SGB6571|t__SGB6571"	-0.0326859845511554	0.992164998876407	0.998289474178113	"diagnosis"
"s__Candidatus_Woodwardibium_SGB14954|t__SGB14954"	-0.596420866698899	0.778191459407329	0.989739802220386	"diagnosis"
"s__GGB9296_SGB14253|t__SGB14253"	-5.68114701638133	7.02104603876553e-28	1.0299874538869e-24	"diagnosis"
"s__GGB9299_SGB14259|t__SGB14259"	-4.57742199844776	2.20241969206369e-19	2.69245807354786e-17	"diagnosis"
"s__GGB9350_SGB14317|t__SGB14317"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB9695_SGB15209|t__SGB15209"	0.28207128213057	NA	NA	"diagnosis"
"s__GGB1543_SGB2126|t__SGB2126"	-0.284474404594808	0.931857636539035	0.989739802220386	"diagnosis"
"s__GGB3654_SGB4965|t__SGB4965"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Mogibacterium_sp_BX12|t__SGB14854"	-4.63791197896011	7.56637708540321e-14	3.46871099508954e-12	"diagnosis"
"s__GGB79652_SGB15211|t__SGB15211"	-0.0683915209654795	NA	NA	"diagnosis"
"s__Megamonas_funiformis|t__SGB6962"	0.136570047271527	NA	NA	"diagnosis"
"s__Paraprevotella_xylaniphila|t__SGB1797"	0.177086668810521	NA	NA	"diagnosis"
"s__Phocaeicola_plebeius|t__SGB1899"	-0.378441385659856	NA	NA	"diagnosis"
"s__Phocaeicola_coprocola|t__SGB1891"	0.160018789828863	NA	NA	"diagnosis"
"s__GGB9457_SGB14849|t__SGB14849"	0.13715422463249	NA	NA	"diagnosis"
"s__Corynebacterium_SGB6371|t__SGB6371"	2.44137751562758	3.30104217264188e-05	0.000393709664005336	"diagnosis"
"s__GGB48326_SGB66357|t__SGB66357"	0.0653091375949032	NA	NA	"diagnosis"
"s__Bacteroides_caecigallinarum|t__SGB1886"	-0.453290540398244	NA	NA	"diagnosis"
"s__Lachnospiraceae_bacterium_NSJ_29|t__SGB25431"	-3.38280444490545	2.84174229429374e-13	1.1580099849247e-11	"diagnosis"
"s__Turicibacter_sanguinis|t__SGB6846"	-0.479085895836663	0.770053665922989	0.989739802220386	"diagnosis"
"s__Allisonella_histaminiformans|t__SGB5843"	0.868228775637377	NA	NA	"diagnosis"
"s__Lachnoclostridium_sp_An131|t__SGB4775"	-1.58741894551534	4.147312528865e-05	0.000479063581090154	"diagnosis"
"s__Ruminococcus_sp_AF41_9|t__SGB25497"	-2.24999378387848	5.96694218786184e-07	9.72611576621479e-06	"diagnosis"
"s__Streptococcus_gordonii|t__SGB8053"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB3124_SGB4136|t__SGB4136"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Gordonibacter_urolithinfaciens|t__SGB14808"	-3.03263334191389	5.09609962904368e-13	1.96736267258081e-11	"diagnosis"
"s__Coprobacillus_cateniformis|t__SGB6771"	-1.94429176053735	0.000129825754473249	0.00126969587874837	"diagnosis"
"s__GGB9782_SGB15403|t__SGB15403"	-0.212864218405369	0.935969929474003	0.989739802220386	"diagnosis"
"s__GGB9781_SGB15402|t__SGB15402"	-2.35566753249435	8.9773636668043e-08	1.71036266223401e-06	"diagnosis"
"s__Akkermansia_muciniphila|t__SGB9227"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Christensenellaceae_bacterium_NSJ_44|t__SGB7265"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB1527_SGB59850|t__SGB59850"	0.136439159972588	NA	NA	"diagnosis"
"s__Candidatus_Neoanaerotignum_tabaqchaliae|t__SGB59528"	2.40539989983196	NA	NA	"diagnosis"
"s__Robinsoniella_SGB54315|t__SGB54315"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB9452_SGB14843|t__SGB14843"	2.76865333997735	9.70009350692472e-06	0.000128198533105032	"diagnosis"
"s__Candidatus_Allobutyricicoccus_pentlandensis|t__SGB14180"	1.83576302968061	0.00158045180043608	0.0119511484084522	"diagnosis"
"s__Latilactobacillus_sakei|t__SGB7248"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Lachnoclostridium_phocaeense|t__SGB4622"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Lachnoclostridium_sp_An118|t__SGB4623"	-0.522741106688915	0.123854327671615	0.580492967074311	"diagnosis"
"s__Haemophilus_SGB6439|t__SGB6439"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Eubacterium_SGB4961|t__SGB4961"	1.35158120276055	0.0191916058980118	0.114914636132177	"diagnosis"
"s__GGB3341_SGB4420|t__SGB4420"	0.15088027920626	0.954650582895369	0.989739802220386	"diagnosis"
"s__Streptococcus_agalactiae|t__SGB8216"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB9106_SGB54309|t__SGB54309"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB74708_SGB54312|t__SGB54312"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Aggregatibacter_segnis|t__SGB9737_group"	0.00601591730304565	0.998168590934748	0.998736086777292	"diagnosis"
"s__Fusobacterium_nucleatum|t__SGB6001"	0.986000488682673	0.0350306602611051	0.193924447558646	"diagnosis"
"s__Streptococcus_intermedius|t__SGB8025"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Fusobacterium_nucleatum|t__SGB6011"	0.447697628274565	0.251444250479251	0.989739802220386	"diagnosis"
"s__Fusobacterium_nucleatum|t__SGB6014"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Bifidobacterium_pseudolongum|t__SGB17279"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Fusobacterium_nucleatum|t__SGB6007"	1.59874925454294	0.00443583271863521	0.0308405999916486	"diagnosis"
"s__Blautia_wexlerae|t__SGB4831"	0.883990211627509	NA	NA	"diagnosis"
"s__Coprococcus_catus|t__SGB4670"	-2.3637608830148	0.00307889246044376	0.0224713195993582	"diagnosis"
"s__GGB2722_SGB3663|t__SGB3663"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Prevotella_bivia|t__SGB1557"	-0.154746233148989	0.962922004079797	0.989739802220386	"diagnosis"
"s__Collinsella_stercoris|t__SGB14740"	0.69727229229217	0.185858294970859	0.851141760664176	"diagnosis"
"s__Candidatus_Pseudoscilispira_faecavium|t__SGB63239"	2.50736338634552	NA	NA	"diagnosis"
"s__GGB9758_SGB15368|t__SGB15368"	-1.66268415851358	NA	NA	"diagnosis"
"s__Eubacterium_sp_AF22_9|t__SGB5083"	0.157304229407161	NA	NA	"diagnosis"
"s__Ruminococcus_callidus|t__SGB4422"	-0.464437145807477	NA	NA	"diagnosis"
"s__GGB4774_SGB6609|t__SGB6609"	-0.460227109746919	NA	NA	"diagnosis"
"s__Enterocloster_SGB14313|t__SGB14313"	-0.413033601970613	NA	NA	"diagnosis"
"s__Candidatus_Gallimonas_merdigallinarum|t__SGB59507"	4.21422020559338	NA	NA	"diagnosis"
"s__GGB9293_SGB14250|t__SGB14250"	2.21096600457199	NA	NA	"diagnosis"
"s__GGB4716_SGB14929|t__SGB14929"	1.89945522549721	NA	NA	"diagnosis"
"s__GGB9101_SGB14033|t__SGB14033"	3.05107277904862	NA	NA	"diagnosis"
"s__GGB3755_SGB5104|t__SGB5104"	2.8756110555609	NA	NA	"diagnosis"
"s__GGB2998_SGB3988|t__SGB3988"	-1.49751637885411	0.0684822521247136	0.345235271020463	"diagnosis"
"s__GGB3585_SGB4803|t__SGB4803"	1.13100053748338	NA	NA	"diagnosis"
"s__GGB36267_SGB14177|t__SGB14177"	0.309865864415568	0.866981889792828	0.989739802220386	"diagnosis"
"s__Dorea_phocaeensis|t__SGB4572"	5.37298957285187	NA	NA	"diagnosis"
"s__GGB80093_SGB1810|t__SGB1810"	-0.0143510374863345	0.972835095367306	0.989739802220386	"diagnosis"
"s__Terrisporobacter_othiniensis|t__SGB6142"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Bifidobacterium_dentium|t__SGB17234"	-0.280467450374565	NA	NA	"diagnosis"
"s__Enterococcus_faecium|t__SGB7967"	1.40409420738136	0.00647824677623686	0.0437953365011036	"diagnosis"
"s__Klebsiella_quasipneumoniae|t__SGB10112"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Neisseria_sp_oral_taxon_014|t__SGB9463"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Anaerostipes_hominis|t__SGB4530"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Porphyromonas_pasteri|t__SGB2043"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Prevotella_salivae|t__SGB1522"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Fusobacterium_nucleatum|t__SGB6013"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB1144_SGB1468|t__SGB1468"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Ligilactobacillus_salivarius|t__SGB7082"	0.153651282928391	0.941454795689036	0.989739802220386	"diagnosis"
"s__GGB3680_SGB4994|t__SGB4994"	0.202954705037046	0.951421239649761	0.989739802220386	"diagnosis"
"s__Porphyromonas_uenonis|t__SGB1974"	-2.92934401959176	1.78647970570013e-10	5.45992860054601e-09	"diagnosis"
"s__Prevotella_disiens|t__SGB1559"	-0.236904636687268	0.845922981700516	0.989739802220386	"diagnosis"
"s__Solibaculum_mannosilyticum|t__SGB7259"	-4.14477847177452	1.77120080702025e-13	7.423861668282e-12	"diagnosis"
"s__Clostridiaceae_bacterium_OM02_2AC|t__SGB4038"	-0.301533181609513	0.80989222051035	0.989739802220386	"diagnosis"
"s__Citrobacter_sp_RHBSTW_00671|t__SGB58199"	-0.282159303251122	0.799020791366976	0.989739802220386	"diagnosis"
"s__Clostridium_sp_AF15_17LB|t__SGB101908"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB45432_SGB63101|t__SGB63101"	-1.77951644240259	1.79534036774092e-06	2.63376431947593e-05	"diagnosis"
"s__Peptoniphilus_harei|t__SGB6697"	2.96548331416153	1.30211839253494e-05	0.000167562077355154	"diagnosis"
"s__GGB9832_SGB15478|t__SGB15478"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Mediterraneibacter_SGB48424|t__SGB48424"	-0.63308040168676	0.723441550285698	0.989739802220386	"diagnosis"
"s__Faecalicatena_orotica|t__SGB4616"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB1420_SGB1957|t__SGB1957"	1.82817543380465	0.00116895805289555	0.00917038215827684	"diagnosis"
"s__GGB1551_SGB2136|t__SGB2136"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB9059_SGB13976|t__SGB13976"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB4608_SGB6382|t__SGB6382"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Agathobaculum_sp_Marseille_P7918|t__SGB29299"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Eubacterium_sp_An11|t__SGB4681"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB58158_SGB79798|t__SGB79798"	-2.57187277994599	8.3058066453487e-09	1.81859975354128e-07	"diagnosis"
"s__Clostridium_sp_AM58_1XD|t__SGB25539"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Coprococcus_eutactus|t__SGB5121"	-0.246348701766458	0.940989161146597	0.989739802220386	"diagnosis"
"s__GGB4711_SGB6524|t__SGB6524"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Blautia_luti|t__SGB4829"	0.893190484375264	NA	NA	"diagnosis"
"s__GGB3491_SGB4665|t__SGB4665"	-4.84899754870706	1.97249021374185e-21	3.61705392944911e-19	"diagnosis"
"s__GGB9694_SGB15207|t__SGB15207"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__Corynebacterium_SGB6369|t__SGB6369"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
"s__GGB3815_SGB5180|t__SGB5180"	-1.91547706751395	0.0100459481217039	0.0643554842556312	"diagnosis"
"s__GGB9561_SGB14972|t__SGB14972"	0.0119213239734052	0.974332717993257	0.989739802220386	"diagnosis"
