"feature"	"coef_CR"	"pval_CR"	"qval_CR"	"metadata"
"s__Alistipes_indistinctus.t__SGB2325"	-0.361794648339916	0.337703034278003	0.751710565338512	"diagnosis"
"s__Methylobacterium_SGB15164.t__SGB15164"	-0.296935797400504	0.624420358794832	0.792215675354733	"diagnosis"
"s__Rheinheimera_SGB14999.t__SGB14999"	-0.399322963417682	0.512033110394131	0.751710565338512	"diagnosis"
"s__Alcaligenes_SGB14037.t__SGB14037"	0.186996005689678	0.338237160337046	0.751710565338512	"diagnosis"
"s__GGB9619_SGB15066.t__SGB15066"	-0.138611739200237	0.689425045416376	0.829093050306762	"diagnosis"
"s__GGB2848_SGB3813.t__SGB3813"	0.184458040501757	0.503370743303895	0.751710565338512	"diagnosis"
"s__GGB4802_SGB6641.t__SGB6641"	0.125858107941485	0.623012894242537	0.792215675354733	"diagnosis"
"s__Clostridium_sp_AF20_17LB.t__SGB4714"	0.931104739645851	0.430773852874917	0.751710565338512	"diagnosis"
"s__Lachnoclostridium_sp_An181.t__SGB4620"	0.0409665659751006	0.43625386723088	0.751710565338512	"diagnosis"
"s__GGB3499_SGB4674.t__SGB4674"	-0.439445260739567	0.378409301580448	0.751710565338512	"diagnosis"
"s__Blautia_hydrogenotrophica.t__SGB4677"	-0.0318843870280466	0.67671428645294	0.824468497468866	"diagnosis"
"s__GGB9719_SGB15273.t__SGB15273"	-0.0654122290156873	0.644173271010635	0.802340815231996	"diagnosis"
"s__Holdemania_filiformis.t__SGB4046"	-0.699507927670954	0.415559898710637	0.751710565338512	"diagnosis"
"s__Dorea_formicigenerans.t__SGB4575"	-0.671820096959357	0.411903546570846	0.751710565338512	"diagnosis"
"s__Acidaminococcus_SGB5735.t__SGB5735"	0.205785656452221	0.376167410714416	0.751710565338512	"diagnosis"
"s__Eisenbergiella_tayi.t__SGB4988"	-0.20902273719822	0.716203647064604	0.842255284382727	"diagnosis"
"s__Gemmiger_sp_An87.t__SGB15281"	0.0803892768123733	0.622143987525969	0.792215675354733	"diagnosis"
"s__GGB28271_SGB40830.t__SGB40830"	0.0101644872319996	0.687360483082591	0.828713255566944	"diagnosis"
"s__Clostridiaceae_bacterium.t__SGB82499"	-0.0274759995371395	0.57303874129357	0.761322899147172	"diagnosis"
"s__GGB9453_SGB14844.t__SGB14844"	-0.393255388256878	0.37168278578983	0.751710565338512	"diagnosis"
"s__Massilimicrobiota_sp_An134.t__SGB6768"	0.0787519190714651	0.674658771909628	0.822862502132399	"diagnosis"
"s__Candidatus_Metaruminococcus_gallistercoris.t__SGB14870"	0.158845278695273	0.545809519921382	0.751710565338512	"diagnosis"
"s__GGB9661_SGB15150.t__SGB15150"	0.0165947825618981	0.527672789495967	0.751710565338512	"diagnosis"
"s__Harryflintia_acetispora.t__SGB14838"	0.0155477587221834	0.552514821677076	0.751710565338512	"diagnosis"
"s__Dielma_fastidiosa.t__SGB4031"	0.501998843174162	0.423189058552646	0.751710565338512	"diagnosis"
"s__Holdemania_sp_1001095H_141210_F2.t__SGB4045"	0.300598612190922	0.291797374110584	0.751710565338512	"diagnosis"
"s__GGB9523_SGB14922.t__SGB14922"	0.0189643628307355	0.451434542030717	0.751710565338512	"diagnosis"
"s__Veillonella_dispar.t__SGB6952"	-0.221955346799242	0.728323056226921	0.842255284382727	"diagnosis"
"s__Collinsella_bouchesdurhonensis.t__SGB14397"	0.0178622324731384	0.490833107489625	0.751710565338512	"diagnosis"
"s__Veillonella_rogosae.t__SGB6956"	0.691882891164246	0.390566807215077	0.751710565338512	"diagnosis"
"s__Faecalibacterium_prausnitzii.t__SGB15333"	-0.22765382652061	0.712542640548328	0.842255284382727	"diagnosis"
"s__Blautia_hansenii.t__SGB4794"	-0.161911403316582	0.410475183153855	0.751710565338512	"diagnosis"
"s__Faecalibacterium_prausnitzii.t__SGB15317"	-0.864701731396456	0.379507362276453	0.751710565338512	"diagnosis"
"s__Roseburia_sp_AM23_20.t__SGB4950"	0.0820519688757712	0.610858711368081	0.78811366692113	"diagnosis"
"s__Eubacterium_ventriosum.t__SGB5045"	-0.758284390084309	0.299618534759253	0.751710565338512	"diagnosis"
"s__Anaerobutyricum_soehngenii.t__SGB4537"	-0.26029307885893	0.593609998322132	0.776298174941139	"diagnosis"
"s__Phascolarctobacterium_SGB4573.t__SGB4573"	-0.14330872037894	0.571805574456283	0.761322899147172	"diagnosis"
"s__Rothia_mucilaginosa.t__SGB16971_group"	0.077931330025354	0.604105229500522	0.782113034944991	"diagnosis"
"s__Phocaeicola_plebeius.t__SGB1903"	-0.124724930694159	0.463623937863585	0.751710565338512	"diagnosis"
"s__GGB1407_SGB1930.t__SGB1930"	-0.0242187199188876	0.539503728483291	0.751710565338512	"diagnosis"
"s__GGB3612_SGB4882.t__SGB4882"	-0.320103067025902	0.555630769574229	0.751710565338512	"diagnosis"
"s__Anaerosacchariphilus_sp_NSJ_68.t__SGB4772"	-0.207132156452708	0.420445932774812	0.751710565338512	"diagnosis"
"s__Clostridium_SGB6179.t__SGB6179"	-0.107763459199809	0.696521779594962	0.833138591669858	"diagnosis"
"s__GGB79678_SGB4833.t__SGB4833"	0.122408884924845	0.465258297644537	0.751710565338512	"diagnosis"
"s__Blautia_glucerasea.t__SGB4816"	0.274488525814028	0.517025178510708	0.751710565338512	"diagnosis"
"s__Clostridiales_bacterium.t__SGB15158"	-0.627236454373302	0.311048973856036	0.751710565338512	"diagnosis"
"s__GGB79998_SGB48024.t__SGB48024"	0.121254087578495	0.630921597983509	0.792914981249546	"diagnosis"
"s__Alistipes_ihumii.t__SGB2328"	-0.625821895856457	0.439218581280582	0.751710565338512	"diagnosis"
"s__GGB3730_SGB5060.t__SGB5060"	0.181184837332438	0.550605233217285	0.751710565338512	"diagnosis"
"s__Blautia_sp_MSK_20_85.t__SGB4828"	0.172670329316576	0.584152927300388	0.771701121894868	"diagnosis"
"s__Candidatus_Stoquefichus_sp_SB1.t__SGB6772"	0.0165396760440203	0.529098659568597	0.751710565338512	"diagnosis"
"s__Desulfovibrio_piger.t__SGB15465"	-0.100675625850208	0.72685393612483	0.842255284382727	"diagnosis"
"s__GGB51510_SGB71883.t__SGB71883"	0.0852628686318223	0.64723238069179	0.804355608966634	"diagnosis"
"s__Sanguibacter_SGB15121.t__SGB15121"	-0.142216775702064	0.622980506000856	0.792215675354733	"diagnosis"
"s__Eubacterium_ramulus.t__SGB4959"	-0.498415157465422	0.452146497964393	0.751710565338512	"diagnosis"
"s__Clostridiales_bacterium_Choco116.t__SGB15149"	-0.429631777871561	0.5215658182966	0.751710565338512	"diagnosis"
"s__GGB36599_SGB9269.t__SGB9269"	0.145091518025357	0.491742645850499	0.751710565338512	"diagnosis"
"s__Waltera_intestinalis.t__SGB4910"	-0.725372478588932	0.526456919338877	0.751710565338512	"diagnosis"
"s__Intestinimonas_SGB15130.t__SGB15130"	0.0882474755056888	0.597416912919478	0.776298174941139	"diagnosis"
"s__Coprobacter_fastidiosus.t__SGB1963"	-0.687069371697681	0.382019607371308	0.751710565338512	"diagnosis"
"s__Anaerotignum_lactatifermentans.t__SGB5193"	-0.301400159124286	0.315570227743854	0.751710565338512	"diagnosis"
"s__GGB9743_SGB15349.t__SGB15349"	0.162602191698919	0.369653093905021	0.751710565338512	"diagnosis"
"s__Lacrimispora_saccharolytica.t__SGB4877"	0.0107155524107946	0.668356593309147	0.816067787892008	"diagnosis"
"s__Oscillibacter_SGB15077.t__SGB15077"	-0.154364462926669	0.598918215613191	0.776298174941139	"diagnosis"
"s__GGB9110_SGB14043.t__SGB14043"	0.0107155524107924	0.668356593309213	0.816067787892008	"diagnosis"
"s__Clostridiales_bacterium_CHKCI006.t__SGB7261"	0.0663504712771059	0.580340103726132	0.768279425573385	"diagnosis"
"s__GGB9646_SGB15123.t__SGB15123"	0.110417901185959	0.596335466256264	0.776298174941139	"diagnosis"
"s__GGB9469_SGB14863.t__SGB14863"	-0.10311972513662	0.312520451017386	0.751710565338512	"diagnosis"
"s__Gemmiger_formicilis.t__SGB15305"	0.0107155524107904	0.66835659330927	0.816067787892008	"diagnosis"
"s__GGB9063_SGB13982.t__SGB13982"	-0.171687141004753	0.598902264719733	0.776298174941139	"diagnosis"
"s__Alistipes_SGB2310.t__SGB2310"	0.0705165230320343	0.561762196677705	0.751710565338512	"diagnosis"
"s__GGB9453_SGB14845.t__SGB14845"	-0.203031104075258	0.652554655839787	0.809167773241335	"diagnosis"
"s__Intestinimonas_timonensis.t__SGB29334"	0.0107155524107898	0.668356593309288	0.816067787892008	"diagnosis"
"s__Intestinimonas_butyriciproducens.t__SGB94999"	0.0107155524107858	0.668356593309404	0.816067787892008	"diagnosis"
"s__Merdibacter_massiliensis.t__SGB29307"	0.0107155524107886	0.668356593309323	0.816067787892008	"diagnosis"
"s__Collinsella_SGB4121.t__SGB4121"	0.300753059177249	0.62677092175588	0.792215675354733	"diagnosis"
"s__GGB32387_SGB47381.t__SGB47381"	0.0470888904607713	0.387819601645167	0.751710565338512	"diagnosis"
"s__Blautia_hansenii.t__SGB4798"	-0.0741474129122093	0.65652432812521	0.811385548380659	"diagnosis"
"s__Mesosutterella_multiformis.t__SGB9272"	-0.158825759734002	0.398189224473985	0.751710565338512	"diagnosis"
"s__Amedibacillus_dolichus.t__SGB4035"	0.0156579717579477	0.550116914086552	0.751710565338512	"diagnosis"
"s__Clostridium_butyricum.t__SGB4037"	-0.224517484872774	0.470545769288576	0.751710565338512	"diagnosis"
"s__GGB55957_SGB77276.t__SGB77276"	0.0984078372662011	0.570456479854875	0.760608639806501	"diagnosis"
"s__Massiliimalia_timonensis.t__SGB7253"	-0.103423519344347	0.365136985180574	0.751710565338512	"diagnosis"
"s__GGB9532_SGB14933.t__SGB14933"	0.163346561504017	0.273258302338614	0.751710565338512	"diagnosis"
"s__Emergencia_timonensis.t__SGB3970"	-0.0545548455637216	0.47391914049256	0.751710565338512	"diagnosis"
"s__GGB3614_SGB4886.t__SGB4886"	-0.152361714258613	0.718403140998609	0.842255284382727	"diagnosis"
"s__Phocaeicola_massiliensis.t__SGB1812"	-1.42738942644675	0.327620967000415	0.751710565338512	"diagnosis"
"s__GGB4571_SGB6317.t__SGB6317"	-0.104204714881191	0.735875912331383	0.842255284382727	"diagnosis"
"s__Bifidobacterium_catenulatum.t__SGB17241"	-0.179602785369544	0.605387585080084	0.782865057878764	"diagnosis"
"s__Eubacterium_sp_AF34_35BH.t__SGB5051"	-0.177777527944909	0.641849345355703	0.800339518901637	"diagnosis"
"s__Butyricimonas_SGB15266.t__SGB15266"	0.0913844479891772	0.625858950079745	0.792215675354733	"diagnosis"
"s__Streptococcus_parasanguinis.t__SGB8071"	0.286294575453539	0.506286573585969	0.751710565338512	"diagnosis"
"s__GGB80011_SGB15267.t__SGB15267"	-0.116182116822907	0.467442941655109	0.751710565338512	"diagnosis"
"s__Rikenellaceae_bacterium.t__SGB2317"	-0.45219233002426	0.284367446701793	0.751710565338512	"diagnosis"
"s__GGB9619_SGB15067.t__SGB15067"	0.584950569859365	0.356852998565266	0.751710565338512	"diagnosis"
"s__Staphylococcus_SGB6340.t__SGB6340"	0.0863231745670162	0.561328401346069	0.751710565338512	"diagnosis"
"s__Veillonella_atypica.t__SGB6936"	0.385644621925067	0.627998049894693	0.792215675354733	"diagnosis"
"s__Turicibacter_bilis.t__SGB6847"	-0.458837630094629	0.398128732880121	0.751710565338512	"diagnosis"
"s__Lactobacillus_delbrueckii.t__SGB7020"	0.00851129169560219	0.737353096984656	0.842255284382727	"diagnosis"
"s__Fournierella_massiliensis.t__SGB15280"	0.016760102115543	0.523312317019375	0.751710565338512	"diagnosis"
"s__Ruminococcus_bovis.t__SGB4272"	0.016925421669182	0.518825224462781	0.751710565338512	"diagnosis"
"s__Enterobacter_hormaechei.t__SGB10130"	0.140547925435184	0.345277695743161	0.751710565338512	"diagnosis"
"s__Slackia_isoflavoniconvertens.t__SGB14773"	-0.0410063534374579	0.468501257035947	0.751710565338512	"diagnosis"
"s__Lactococcus_lactis.t__SGB7985"	0.015602865240063	0.551322075366052	0.751710565338512	"diagnosis"
"s__Eubacterium_ramulus.t__SGB4960"	0.0189643628307332	0.451434542030771	0.751710565338512	"diagnosis"
"s__Pseudomonas_aeruginosa.t__SGB12320"	0.256857132682804	0.42005218075461	0.751710565338512	"diagnosis"
"s__GGB9345_SGB14311.t__SGB14311"	0.19114444524744	0.326644766932616	0.751710565338512	"diagnosis"
"s__Porphyromonas_SGB1979.t__SGB1979"	0.0189643628307323	0.451434542030793	0.751710565338512	"diagnosis"
"s__GGB40351_SGB14301.t__SGB14301"	0.0189643628307326	0.451434542030785	0.751710565338512	"diagnosis"
"s__Anaerotruncus_massiliensis.t__SGB14965"	0.0406258236626644	0.711368067285145	0.842255284382727	"diagnosis"
"s__GGB9210_SGB14149.t__SGB14149"	0.0876251964100358	0.292542482332381	0.751710565338512	"diagnosis"
"s__GGB3818_SGB5183.t__SGB5183"	0.0629792089334722	0.713747014392272	0.842255284382727	"diagnosis"
"s__Clostridiaceae_bacterium_Marseille_Q3526.t__SGB4703"	-0.209757810317946	0.372167754443813	0.751710565338512	"diagnosis"
"s__Candidatus_Woodwardibium_gallinarum.t__SGB14953"	0.0490000069917728	0.34218931822399	0.751710565338512	"diagnosis"
"s__Eubacterium_SGB4671.t__SGB4671"	0.0223238355047168	0.743348693881709	0.842255284382727	"diagnosis"
"s__GGB9343_SGB14307.t__SGB14307"	0.0189643628307312	0.45143454203082	0.751710565338512	"diagnosis"
"s__GGB30455_SGB72339.t__SGB72339"	0.0189643628307369	0.451434542030683	0.751710565338512	"diagnosis"
"s__GGB33512_SGB15202.t__SGB15202"	0.0189643628307358	0.451434542030711	0.751710565338512	"diagnosis"
"s__GGB9501_SGB14898.t__SGB14898"	0.100019210326481	0.374113700080203	0.751710565338512	"diagnosis"
"s__GGB28474_SGB41058.t__SGB41058"	0.0189643628307372	0.451434542030676	0.751710565338512	"diagnosis"
"s__GGB3537_SGB4727.t__SGB4727"	-0.0568576348494251	0.746456330514341	0.842577278975645	"diagnosis"
"s__GGB9770_SGB15390.t__SGB15390"	0.0415601709986836	0.309726641999489	0.751710565338512	"diagnosis"
"s__GGB51139_SGB71360.t__SGB71360"	0.160048060427148	0.439172417792129	0.751710565338512	"diagnosis"
"s__GGB9627_SGB15081.t__SGB15081"	-0.0694884243640986	0.396850062886214	0.751710565338512	"diagnosis"
"s__Clostridiaceae_bacterium_H8.t__SGB4133"	0.0189643628307361	0.451434542030704	0.751710565338512	"diagnosis"
"s__Clostridiales_bacterium_Marseille_P2846.t__SGB29342"	0.0189643628307389	0.451434542030636	0.751710565338512	"diagnosis"
"s__Ruminococcus_sp_AF13_28.t__SGB4834"	0.0410214812270646	0.638580140671547	0.798226179640817	"diagnosis"
"s__GGB9788_SGB15411.t__SGB15411"	0.0189643628307318	0.451434542030806	0.751710565338512	"diagnosis"
"s__GGB9092_SGB14022.t__SGB14022"	0.08295240177393	0.452981354519915	0.751710565338512	"diagnosis"
"s__GGB9474_SGB14868.t__SGB14868"	0.256235542482663	0.314032965019653	0.751710565338512	"diagnosis"
"s__Oscillospiraceae_bacterium_NSJ_64.t__SGB82503"	0.0804027348501901	0.491324318763993	0.751710565338512	"diagnosis"
"s__GGB42378_SGB59548.t__SGB59548"	0.0189643628307372	0.451434542030676	0.751710565338512	"diagnosis"
"s__GGB2958_SGB3940.t__SGB3940"	0.0189643628307384	0.451434542030649	0.751710565338512	"diagnosis"
"s__Sutterella_sp_AM11_39.t__SGB9280"	0.116967594712805	0.441378232694154	0.751710565338512	"diagnosis"
"s__Lachnospiraceae_bacterium.t__SGB4781"	0.112653241361086	0.645201383946376	0.802725467652347	"diagnosis"
"s__Oscillibacter_valericigenes.t__SGB15076"	0.726198674062301	0.342096715156183	0.751710565338512	"diagnosis"
"s__Candidatus_Heteroscilispira_lomanii.t__SGB63278"	0.0412541204919415	0.332770589662811	0.751710565338512	"diagnosis"
"s__GGB3061_SGB4063.t__SGB4063"	0.0189643628307321	0.451434542030799	0.751710565338512	"diagnosis"
"s__Cuneatibacter_caecimuris.t__SGB29380"	-0.0271247245147525	0.461911510601069	0.751710565338512	"diagnosis"
"s__GGB3032_SGB4027.t__SGB4027"	0.100382253779025	0.454156012160946	0.751710565338512	"diagnosis"
"s__Eubacteriales_unclassified_SGB71281.t__SGB71281"	0.0189643628307355	0.451434542030717	0.751710565338512	"diagnosis"
"s__Clostridium_perfringens.t__SGB6191"	0.0754341237937995	0.441194896063622	0.751710565338512	"diagnosis"
"s__Clostridium_sp_1001270J_160509_D11.t__SGB6139"	0.00845618517771978	0.738876951069693	0.842255284382727	"diagnosis"
"s__Clostridium_paraputrificum.t__SGB6187"	0.056831645888862	0.641004703308519	0.800180367888487	"diagnosis"
"s__Lachnospiraceae_bacterium_NSJ_12.t__SGB6077"	0.0165947825618978	0.527672789495976	0.751710565338512	"diagnosis"
"s__GGB74403_SGB53807.t__SGB53807"	0.172221226939323	0.462968681686955	0.751710565338512	"diagnosis"
"s__GGB1495_SGB2071.t__SGB2071"	0.152799123019967	0.446681181979602	0.751710565338512	"diagnosis"
"s__Bacteroides_oleiciplenus.t__SGB1850"	0.15184804664889	0.618259826079838	0.792215675354733	"diagnosis"
"s__Fusobacterium_ulcerans.t__SGB6039"	0.0394177348912995	0.364546360886164	0.751710565338512	"diagnosis"
"s__Klebsiella_pneumoniae.t__SGB10115"	0.19890584673124	0.464535780032302	0.751710565338512	"diagnosis"
"s__GGB51420_SGB4586.t__SGB4586"	-1.14932848361263e-15	0.66625965853632	0.816067787892008	"diagnosis"
"s__Bifidobacterium_bifidum.t__SGB17256"	-0.647788753507474	0.358170629350753	0.751710565338512	"diagnosis"
"s__Gemmiger_SGB1481.t__SGB1481"	0.266473538234704	0.633884160917471	0.795742096269851	"diagnosis"
"s__Streptococcus_SGB5805.t__SGB5805"	0.677781692253208	0.304028622718567	0.751710565338512	"diagnosis"
"s__GGB3548_SGB4744.t__SGB4744"	0.427047755813317	0.538879892029048	0.751710565338512	"diagnosis"
"s__GGB1345_SGB1803.t__SGB1803"	0.0151620130970262	0.560519559067492	0.751710565338512	"diagnosis"
"s__Clostridium_sp_1001270H_150608_G6.t__SGB5111"	-0.587753487460883	0.281413334536405	0.751710565338512	"diagnosis"
"s__GGB2732_SGB58358.t__SGB58358"	0.0151620130970281	0.560519559067443	0.751710565338512	"diagnosis"
"s__Desulfovibrio_piger.t__SGB15467"	0.173071391280319	0.355605604041932	0.751710565338512	"diagnosis"
"s__Bifidobacterium_pseudocatenulatum.t__SGB17237"	-0.328616716049078	0.556954435059577	0.751710565338512	"diagnosis"
"s__Candidatus_Pseudobutyricicoccus_lothianensis.t__SGB14975"	0.116425206762292	0.448020304571415	0.751710565338512	"diagnosis"
"s__Candidatus_Howiella_intestinavium.t__SGB63345"	0.0162090369367465	0.537370824987816	0.751710565338512	"diagnosis"
"s__Klebsiella_oxytoca.t__SGB10118"	0.148614230616861	0.454591750846262	0.751710565338512	"diagnosis"
"s__Citrobacter_braakii.t__SGB10086"	0.0161539304188675	0.538703184355781	0.751710565338512	"diagnosis"
"s__Citrobacter_freundii.t__SGB10083"	0.164895446472111	0.357022201683258	0.751710565338512	"diagnosis"
"s__Bifidobacterium_animalis.t__SGB17278"	0.090932025840007	0.418439218346317	0.751710565338512	"diagnosis"
"s__Holdemanella_porci.t__SGB6796"	-0.218010938443729	0.388208188235775	0.751710565338512	"diagnosis"
"s__Enterococcus_faecium.t__SGB7968"	0.0685693759186204	0.638118648897547	0.798226179640817	"diagnosis"
"s__GGB1549_SGB2133.t__SGB2133"	0.100860950053181	0.695318128565298	0.832591235492353	"diagnosis"
"s__GGB9635_SGB15106.t__SGB15106"	-0.290196060579986	0.654532828674526	0.810719907659013	"diagnosis"
"s__Bacteroides_intestinalis.t__SGB1845"	0.51281426492768	0.283024714132321	0.751710565338512	"diagnosis"
"s__GGB4768_SGB6601.t__SGB6601"	0.115576358967713	0.573792128589812	0.761417378723223	"diagnosis"
"s__Desulfovibrio_legallii.t__SGB15469"	0.0175866998837421	0.499541394582192	0.751710565338512	"diagnosis"
"s__Clostridium_sp_AF32_12BH.t__SGB4710"	0.0175866998837424	0.499541394582186	0.751710565338512	"diagnosis"
"s__Dakarella_SGB14198.t__SGB14198"	0.0545250487603032	0.648942169027305	0.805583382240793	"diagnosis"
"s__GGB9708_SGB15234.t__SGB15234"	-0.657256477109818	0.352522431004385	0.751710565338512	"diagnosis"
"s__Nitrosopumilus_SGB14899.t__SGB14899"	-0.316136157317072	0.349927433882105	0.751710565338512	"diagnosis"
"s__GGB9062_SGB13981.t__SGB13981"	0.318503550880143	0.48691406653714	0.751710565338512	"diagnosis"
"s__Anaerococcus_SGB4342.t__SGB4342"	0.0175866998837413	0.499541394582214	0.751710565338512	"diagnosis"
"s__GGB80073_SGB9385.t__SGB9385"	0.0462955525969557	0.374321047672613	0.751710565338512	"diagnosis"
"s__Enterobacter_ludwigii.t__SGB10127"	0.142606554790975	0.469232814551929	0.751710565338512	"diagnosis"
"s__GGB9524_SGB14924.t__SGB14924"	-0.265834827399256	0.470959228911523	0.751710565338512	"diagnosis"
"s__GGB9342_SGB14306.t__SGB14306"	-0.331605726619152	0.300837911720023	0.751710565338512	"diagnosis"
"s__GGB25158_SGB42321.t__SGB42321"	-0.015874767965301	0.733797483235234	0.842255284382727	"diagnosis"
"s__Kluyvera_ascorbata.t__SGB10107"	0.0175866998837404	0.499541394582234	0.751710565338512	"diagnosis"
"s__Citrobacter_freundii.t__SGB10084"	0.0829903885661498	0.462915389368782	0.751710565338512	"diagnosis"
"s__Leclercia_adecarboxylata.t__SGB10147"	0.0175866998837378	0.499541394582298	0.751710565338512	"diagnosis"
"s__GGB9291_SGB14248.t__SGB14248"	0.0175866998837361	0.499541394582339	0.751710565338512	"diagnosis"
"s__Ruminococcaceae_bacterium_D5.t__SGB14960"	0.0394396395031242	0.368588410963268	0.751710565338512	"diagnosis"
"s__Raoultella_ornithinolytica.t__SGB10124"	0.0175866998837416	0.499541394582207	0.751710565338512	"diagnosis"
"s__Enterobacter_kobei.t__SGB10133"	0.0175866998837367	0.499541394582325	0.751710565338512	"diagnosis"
"s__GGB33469_SGB15237.t__SGB15237"	0.17001538677467	0.373610597279689	0.751710565338512	"diagnosis"
"s__Parabacteroides_goldsteinii.t__SGB1937"	0.017586699883734	0.499541394582389	0.751710565338512	"diagnosis"
"s__GGB3475_SGB4638.t__SGB4638"	-0.0547207368978515	0.707416632890507	0.842255284382727	"diagnosis"
"s__Frisingicoccus_caecimuris.t__SGB4675"	0.071133107375437	0.430860991795272	0.751710565338512	"diagnosis"
"s__GGB9608_SGB15041.t__SGB15041"	0.11707765999578	0.525642260534133	0.751710565338512	"diagnosis"
"s__GGB9115_SGB14048.t__SGB14048"	0.0860134625880606	0.434958700377716	0.751710565338512	"diagnosis"
"s__GGB9721_SGB15275.t__SGB15275"	0.206882971218998	0.445960821345889	0.751710565338512	"diagnosis"
"s__GGB9240_SGB14182.t__SGB14182"	-0.16483082958217	0.54615737172351	0.751710565338512	"diagnosis"
"s__GGB3490_SGB4664.t__SGB4664"	-0.0445683259562942	0.589825179378961	0.774405764925789	"diagnosis"
"s__Coprococcus_eutactus.t__SGB5117"	-0.174745590738666	0.741487257981728	0.842255284382727	"diagnosis"
"s__Bacteroides_mediterraneensis.t__SGB1912"	-0.19045359551657	0.624568515695676	0.792215675354733	"diagnosis"
"s__GGB3277_SGB4327.t__SGB4327"	0.269407609792578	0.539335519533063	0.751710565338512	"diagnosis"
"s__GGB3278_SGB4328.t__SGB4328"	0.129382611923427	0.740659698913977	0.842255284382727	"diagnosis"
"s__Alloscardovia_omnicolens.t__SGB17300"	0.0168152086334191	0.521830842052794	0.751710565338512	"diagnosis"
"s__Akkermansia_sp_KLE1798.t__SGB9224"	-0.268469945944515	0.628708582095033	0.792215675354733	"diagnosis"
"s__GGB51647_SGB4348.t__SGB4348"	0.19543150589716	0.665160897728287	0.816067787892008	"diagnosis"
"s__Clostridiales_bacterium_NSJ_32.t__SGB4438"	-0.16865663689305	0.288834321630742	0.751710565338512	"diagnosis"
"s__GGB79630_SGB13983.t__SGB13983"	-0.150180021951294	0.598707998599245	0.776298174941139	"diagnosis"
"s__Blautia_obeum.t__SGB4810"	-0.390428487386646	0.315066451394441	0.751710565338512	"diagnosis"
"s__GGB42389_SGB59559.t__SGB59559"	0.0168152086334217	0.52183084205273	0.751710565338512	"diagnosis"
"s__GGB3057_SGB4059.t__SGB4059"	0.32632344487604	0.281219270962317	0.751710565338512	"diagnosis"
"s__Enterococcus_hirae.t__SGB7970"	0.0168152086334189	0.521830842052801	0.751710565338512	"diagnosis"
"s__Dialister_hominis.t__SGB5803_group"	0.173337139475745	0.6617964608793	0.816067787892008	"diagnosis"
"s__Coprobacter_secundus.t__SGB1962"	-0.454197410161647	0.317167073700206	0.751710565338512	"diagnosis"
"s__GGB3257_SGB4304.t__SGB4304"	0.0102747002677529	0.683671494802497	0.828713255566944	"diagnosis"
"s__Candidatus_Gallimonas_intestinalis.t__SGB54318"	0.0167049955976589	0.524779725474028	0.751710565338512	"diagnosis"
"s__GGB80140_SGB15224.t__SGB15224"	-0.272479277266514	0.587534907991088	0.7723073702215	"diagnosis"
"s__GGB9499_SGB72735.t__SGB72735"	-0.124738579535015	0.282564902698911	0.751710565338512	"diagnosis"
"s__GGB4596_SGB6358.t__SGB6358"	-0.224271502051671	0.329652206017129	0.751710565338512	"diagnosis"
"s__GGB9086_SGB14014.t__SGB14014"	-0.17618417399096	0.28154659810875	0.751710565338512	"diagnosis"
"s__GGB9623_SGB15075.t__SGB15075"	0.017090741222818	0.514208277648969	0.751710565338512	"diagnosis"
"s__Faecalicatena_contorta.t__SGB4613"	0.015602865240058	0.551322075366177	0.751710565338512	"diagnosis"
"s__Clostridia_bacterium_UC5_1_1E11.t__SGB14895"	-0.252190173578519	0.382092226699912	0.751710565338512	"diagnosis"
"s__Angelakisella_massiliensis.t__SGB29321"	0.0156579717579439	0.550116914086646	0.751710565338512	"diagnosis"
"s__GGB4745_SGB6571.t__SGB6571"	0.0405166104197455	0.715310632760213	0.842255284382727	"diagnosis"
"s__Candidatus_Woodwardibium_SGB14954.t__SGB14954"	-0.162187016451782	0.334198137753875	0.751710565338512	"diagnosis"
"s__GGB9695_SGB15209.t__SGB15209"	0.33334049890164	0.337027160132681	0.751710565338512	"diagnosis"
"s__GGB1543_SGB2126.t__SGB2126"	-0.168724302824413	0.691131137818514	0.83025010743322	"diagnosis"
"s__Paraprevotella_xylaniphila.t__SGB1797"	0.328545554939245	0.586488104215307	0.771840476773918	"diagnosis"
"s__Phocaeicola_plebeius.t__SGB1899"	-0.340979744299988	0.429542831566438	0.751710565338512	"diagnosis"
"s__Phocaeicola_coprocola.t__SGB1891"	0.365486823543009	0.594583817345738	0.776298174941139	"diagnosis"
"s__GGB9457_SGB14849.t__SGB14849"	0.123503365986021	0.682338361017621	0.828606758319549	"diagnosis"
"s__Corynebacterium_SGB6371.t__SGB6371"	0.0167049955976572	0.524779725474071	0.751710565338512	"diagnosis"
"s__GGB48326_SGB66357.t__SGB66357"	0.121194325847469	0.693415788230359	0.831205176869045	"diagnosis"
"s__Streptococcus_gordonii.t__SGB8053"	0.0156028652400684	0.551322075365913	0.751710565338512	"diagnosis"
"s__Coprobacillus_cateniformis.t__SGB6771"	-0.196733483541494	0.317412018984341	0.751710565338512	"diagnosis"
"s__GGB1527_SGB59850.t__SGB59850"	0.0162090369367456	0.537370824987838	0.751710565338512	"diagnosis"
"s__Candidatus_Neoanaerotignum_tabaqchaliae.t__SGB59528"	0.0162090369367462	0.537370824987824	0.751710565338512	"diagnosis"
